Token,Lemma
der,der
nationallive-,nationallive-
Fraktion,Fraktion
dienen,dienen
wird,werden
.,--
Oicse,Oicse
V-rhayd-,V-rhayd-
follen,follen
heute,heute
ausgenommen,ausnehmen
werden,werden
.,--
Es,es
ener,en
nechen,necher
doß,doß
auch,auch
sie,sie
schnell,schnell
zu,zu
einer,ein
Ezt-,Ezt
gedeihen,gedeih
werdcn,werdcn
",",--
da,da
sber,sber
die,der
Parla,Parla
»,--
nsebt,nseben
endgültig,endgültig
entschi'den,entschi'den
werden,werden
bevor,bevor
feststeht,feststehen
",",--
ob,ob
die,der
nctioualliterale,nctioualliteral
rig,rig
dem,der
Blod,Blod
der,der
Mehrheit,Mehrheit
anschliezt,anschlieztn
 , 
Jer,Jer
Kaiser,Kaiser
sü,sün
 , 
Giau,Giau
 , 
r,r
eine,ein
 , 
Abschluß,Abschluß
des,der
VWassenstillstandes,VWassenstillstand
in,in
Saloniki,Saloniki
.,--
 , 
Berlin,Berlin
",",--
30.,30.
September,September
.,--
Der,der
französische,französisch
Funkspruch,Funkspruch
meldet,melden
unter,unter
dem,der
29.,29.
September,September
:,--
Heute,heute
nacht,nacht
ist,sein
ein,ein
Wasfeuftillstand,Wasfeuftillstand
zwis&en,zwis&en
den,der
bulgari-,bulgari-
sccheu,sccheu
Abgesandten,abgesandter
und,und
dem,der
Hauptquartier,Hauptquartier
der,der
Orientarmee,Orientarmee
in,in
Saloniki,Saloniki
unterzeichnet,unterzeichnen
worden,werden
.,--
Auf,auf
der,der
ganzen,ganz
Front,Front
ist,sein
der,der
Ver,Ver
fehl,fehl
gegeben,geben
worden,werden
",",--
die,der
Feindfeligleiten,Feindfeligleit
 , 
',--
Salls,Sall
fich,fich
die,der
Nächricht,Nächricht
von,von
dem,der
Abschluß,Abschluß
eines,ein
Waffenstillstandes,Waffenstillstand
zwischen,zwischen
dem,der
Entente-,Entente
Kommondanten,Kommondant
und,und
den,der
ten,ten
Malinows,Malinow
bewahrheitet,bewahrheiten
",",--
wovan,Wovan
wohl,wohl
nicht,nicht
zu,zu
zweifeln,zweifeln
ist,sein
",",--
so,so
hat,haben
dies,dieser
natürlich,natürlich
auf,auf
die,der
Front,Front
der,der
Mittel-,Mittel
mädhte,mädhen
keinen,kein
Einfluß,Einfluß
.,--
Wir,wir
stehen,stehen
auf,auf
dem,der
Standpunit,Standpunit
",",--
daß,daß
Malinow,Malinow
den,der
SHritt,SHritt
ohne,ohne
Defrazang,Defrazang
der,der
"8""rizen","8""riz"
verfossungsmäßiger,verfossungsmäßig
.,--
Fab-,Fab-
toren,tor
",",--
nämlih,Nämlih
der,der
Krone,Krone
und,und
des,der
Porlaments,Porlament
",",--
unternommen,unternehmen
hat,haben
.,--
Diese,dieser
vevolutionäve,vevolutionäve
Hand-,Hand
Bnnen,Bnnen
wir,wir
auf,auf
keinen,kein
Fall,Fall
anerkennen,anerkennen
.,--
Deutsche,deutsche
und,und
östexrrici,östexrrici
/,--
Hungarisce,Hungarisce
Truppen,Truppe
befinden,befinden
sich,sich
bereits,bereits
an,an
der,der
bedrohen,bedroh
Front,Front
und,und
auf,auf
vem,v
Wege,Weg
dahin,dahin
.,--
Ueber,Ueber
die,der
Haltung,Haltung
des,der
bulgaris&en,bulgaris&en
Heeres,Heer
ist,sein
bisher,bisher
Veriäßkiches,Veriäßkiches
nicht,nicht
befannt,befennen
geworden,werden
.,--
Jedenfal's,Jedenfal's
sind,sein
tie,Tie
Truppen,Truppe
der,der
Mittelmächte,Mittelmächt
an,an
die,der
Verhandlungen,Verhandlung
Mali-,Mali
nows,Now
",",--
die,der
einen,ein
Bruch,Bruch
des,der
Bündnisses,Bündnis
darstellen,darstellen
",",--
in,in
keiner,kein
Weise,Weise
gebunden,binden
.,--
 , 
Auch,auch
1.,1.
v.,V.
1,1
Truppea,Truppea
in,in
Sofia,Sofia
",",--
Telegrophischer,Telegrophischer
Berit,Berit
.,--
 , 
Wien,Wien
",",--
30.,30.
September,September
.,--
Die,der
Blätter,Blatt
melden,melden
aus,aus
Sofia,Sofia
:,--
Oester,oester
»,--
 , 
reichish-ungarische,reichish-ungarisch
Truppen,Truppe
sind,sein
hiex,Hiex
ein-,ein
getroffen,treffen
.,--
 , 
Sturz,Sturz
Malinows,Malinow
?,--
 , 
Tilegr,Tilegr
.,--
unseres,unser
Korrespondenken,Korrespondenke
.,--
 , 
Wien,Wien
",",--
30.,30.
September,September
.,--
 , 
Die,der
Neue,neu
Freie,frei
Presse,Presse
meidet,meiden
aus,aus
Sofia,Sofia
:,--
Im,in
gegenwärtigen,gegenwärtig
Augenslie,Augenslie
>,>
ist,sein
die,der
Stimmung,Stimmung
in,in
Bulgarien,Bulgarien
viel,viel
ruhiger,ruhig
.,--
Ter,Ter
Einmarsch,Einmarsch
deutscher,deutsch
und,und
österreichisch-uynazischer,österreichisch-uynazisch
Truppen,Truppe
in,in
Sofia,Sofia
übt,üben
im,in
allgemeinen,allgemein
gute,gut
Wirkurg,Wirkurg
aus,aus
",",--
Wie,wie
verlautet,verlauten
",",--
sicht,sichen
die,der
Dildung,Dildung
eines,ein
provijorlichen,provijorlich
Kabinetis,Kabineti
bevor,bevor
",",--
in,in
welchem,welcher
mehrere,mehrere
Genezüce,Genezüce
Plaß,Plaß
haven,hav
jollen,Jollen
.,--
Mit,mit
der,der
Leitung,Leitung
des,der
Kabinetts,Kabinett
soll,sollen
der,der
geweseue,geweseu
Unter-,Unter
richteminister,Richteminister
im,in
Ministerium,Ministerium
Radojlawow,Radojlawow
",",--
Paschew,Paschew
",",--
betraut,betrauen
werden,werden
.,--
Die,der
"""",--
er,er
besißt,besissen
in,in
der,der
Sobrauje,Sobrauje
einen,ein
großen,groß
Anhaug,Anhaug
",",--
Die,der
Reorga-,Reorga
nisation,Nisation
der,der
Armee,Armee
wird,werden
Geuerol,Geuerol
Mißhael,Mißhael
Gawow,Gawow
und,und
Genezalissimus,Genezalissimus
Todorow,Todorow
daurche,daurch
führen,führen
.,--
Ia,Ia
militärtschen,militärtsch
Kreijen,Kreijen
glaabt,glaabt
man,man
",",--
daß,daß
die,der
milltärl!<e,Milltärl!<e
Glivailon,Glivailon
der,der
Entente,Entente
in,in
Brlgerien,Brlgerien
sich,sich
scchwieriger,scchwierig
gestalten,gestalten
wird,werden
als,als
au,au
der,der
Galoailisront,Galoailisront
",",--
sobald,sobald
die,der
Reorgantsation,Reorgantsation
der,der
bvigorischen,bvigorisch
Armee,Armee
und,und
die,der
ent;prechenden,ent;prechend
Hilfs,Hilf
»,--
truppen,Truppe
der,der
Verhndetea,Verhndetea
eingelangt,eingelangen
fein,fein
wer,wer
»,--
den,der
.,--
Die,der
Friedensbedingungen,Friedensbedingung
der,der
Entente,Entente
haben,haben
unter,unter
den,der
gegenwärtigen,gegenwärtig
Verhältnissen,Verhältnis
 , 
und,und
nach,nach
der,der
jehigen,jehig
Stimmuyg,Stimmuyg
zu,zu
säließen,säließen
wenig,wenig
Ausicht,Ausicht
",",--
von,von
der,der
Sobranje,Sobranje
angenommen,annehmen
zu,zu
werden,werden
.,--
 , 
Entenke-Forderungen,Entenke-Forderungen
au,au
Bu'garien,Bu'garien
.,--
 , 
Meldung,Meldung
der,der
Agence,Agence
Havas,Havas
.,--
Paris,Paris
",",--
29.,29.
September,September
.,--
 , 
Journal,Journal
des,der
Debats,Debat
vespricht,vesprichen
das,der
bulgorisHe,bulgorisHe
Friedensanerbieten,Friedensanerbiet
und,und
sagt,sagen
:,--
Es,es
kann,können
jeßt,jeßt
keine,kein
Rede,Rede
fein,fein
von,von
endgültigen,endgültig
Friedensbedingungen,Friedensbedingung
mit,mit
Bulgarien,Bulgarien
.,--
Diese,dieser
Bedingungen,Bedingung
werden,werden
in,in
den,der
allgemeinen,allgemein
Vertrag,Vertrag
aufgenommen,aufnehmen
werden,werden
.,--
Die,der
endgültige,endgültig
Negelung,Negelung
der,der
politi-,politi-
schen,sch
und,und
territorialen,territorial
Fragen,Frage
wird,werden
ver,ver
»,--
schoben,schoben
werden,werden
",",--
aber,aber
die,der
Frage,Frage
der,der
militäri-,militäri
schen,sch
Beseßung,Beseßung
gewisser,gewiß
Gebiete,Gebiet
scllte,scllen
davon,davon
abgetzennt,abgetzennt
werden,werden
.,--
Die,der
Einstellung,Einstellung
dex,dex
Feind-,Feind
feligkeiten,feligkeiten
solte,solen
der,der
Vesehung,Vesehung
oIer,oIer
derjenigen,derjenig
Gegenden,Gegende
durch,durch
ie,ie
alliierten,alliiert
Armeen,Armee
",",--
welche,welcher
für,für
die,der
Sicherung,Sicherung
ihrer,ihr
Operationen,Operation
in,in
Betacht,Betacht
kommen,kommen
",",--
und,und
de,de
:,--
tete,Tete
dur,dur
die,der
Bulgaren,Bulgar
",",--
welche,welcher
durch,durch
dt,dt
.,--
find,Find
",",--
nache,nach
stellt,stellen
weden,weden
unter,unter
Auslicferung,Auslicferung
des,der
ge'amten,ge'amt
Kriegsmaterials,Kriegsmaterial
und,und
der,der
stratecischen,stratecisch
Eisenbah-,Eisenbah
 , 
muß,müssen
avßer,avßer
 , 
gehen,gehen
.,--
Wir,wir
hover,hov
Wort,Wort
ncH,ncH
auf,auf
|,|
:,--
verantwortlichen,verantwortlich
Min,Min
 , 
Wir,wir
brauen,brauen
ma-,ma-
Wenn,wenn
die,der
alliier-,alliier
",",--
in,in
diesem,dieser
 , 
nen,Nen
definitive,definitiv
bietesrogelung,Bietesrogelung
muß,müssen
Neuordnung,Neuordnung
431,431
feine,fein
Artille,Artille
 , 
nition,Nition
ausliefern,ausliefern
",",--
 , 
phisGer,phisGer
Berict,Berict
Eofia,Eofia
",",--
29.,29.
September,September
.,--
 , 
Wesilich,wesilich
vom,von
Wardar,Wardar
schen,schen
unfere,unfer
Cinbeiten,Cinbeite
 , 
Zwischen,zwischen
 , 
schwachen,schwach
seindlichen,seindlich
Kr,Kr
:,--
ecfclgreiche,ecfclgreich
Patrcuiäengef,Patrcuiäengef
 , 
zat,zat
937,937
"""",--
“,--
Ferdi,Ferdi
.,--
an,an
Kaiser,Kaiser
Wilhelm,Wilhelm
in,in
welchem,welcher
er,er
ihm,ihm
in,in
n,n
feinem,fein
Telegramm,Telegramm
au,au
den,der
Kaiser,Kaiser
von,von
Ocsterreich,Ocsterreich
seiner,sein
Bundestreue,Bundestreue
 , 
versichert,versichern
.,--
 , 
De,De
janenter,janenter
everaititang,Everaititang
angemessen,angemessen
depadle,Depadle
 , 
Bolisregierung,Bolisregierung
.,--
 , 
|,|
Hertlings,Hertling
Köschied,Köschied
.,--
 , 
Die,der
Kanzlerkrise,Kanzlerkrise
ist,sein
insoweit,insoweit
geld,geld
],]
Grof,Grof
Hertling,Hertling
in,in
der,der
Erkenntnis,Erkenntnis
",",--
der,der
Mann,Mann
ist,sein
",",--
die,der
Aufgoben,Aufgobe
zu,zu
lö'en,lö'en
",",--
die,der
unsere,unser
Zeit,Zeit
dem,der
leitenden,leitend
Etaatsmanne,Etaatsmanne
im,in
Reich,Reich
stellt,stellen
",",--
 , 
entschlossen,entschließen
hat,haben
",",--
von,von
seinem,sein
Posten,Posten
zurück,zurück
dutreten,dutreen
.,--
Indem,indem
er,er
seiner,sein
Einsicht,Einsicht
folate,folate
und,und
ern,ern
die,der
Bahn,Bahn
",",--
hat,haben
er,er
dem,der
 , 
den,der
ihm,ihm
Dank,Dank
gebührt,gebühren
.,--
zu,zu
jagen,jagen
öst,öst
",",--
haben,haben
wir,wir
geste,gesten
oesoat,oesoat
:,--
er,er
war,sein
ein,ein
gewandter,gewandt
varlamentarischer,varlamentarisch
Führer,Führer
",",--
und,und
über,über
diese,dieser
Anerkennung,Anerkennung
hinaus,hinaus
qs,qs
bährt,bähren
ihm,ihm
die,der
weitere,weit
Anerlennuna,Anerlennuna
",",--
daß,daß
er,er
uns,uns
",",--
indem,indem
er,er
vor,vor
etwa,etwa
Jahresfrist,Jahresfrist
in,in
schhwieriger,schhwierig
Lage,Lage
und,und
troß,Troß
seines,sein
hohen,hoch
Alters,Alter
das,der
Kanzler-,Kanzler
amt,Amt
übernahm,übernehmen
",",--
aus,aus
der,der
damals,damals
schon,schon
heillos,heillos
verfahrenen,verfahren
Situation,Situation
für,für
eme,em
Zeitlang,Zeitlang
heraus,heraus
«,--
geholfen,helfen
hat,haben
.,--
“,--
Er,er
war,sein
seiner,sein
Herkunft,Herkunft
",",--
feiner,fein
Bildung,Bildung
und,und
seiner,sein
gesomten,gesomt
Weltanschauung,Weltanschauung
nech,nech
ein,ein
Mann,Mann
der,der
vergangenen,vergangen
Zeitepoche,Zeitepoch
und,und
nicht,nicht
der,der
Mann,Mann
der,der
neuen,neu
Zeit,Zeit
.,--
Darum,darum
konnte,können
er,er
ihren,ihr
Ausgaben,Ausgabe
nicht,nicht
gerecht,gerecht
werden,werden
troß,troß
feines,feines
besten,gut
und,und
redlichsten,redlichst
Willens,Wille
.,--
 , 
Die,der
Zeit,Zeit
drängt,drängen
",",--
und,und
weil,weil
darum,darum
der,der
W-,W-
schied,scheiden
von,von
dem,der
siebenten,siebent
Kanzler,Kanzler
des,der
kurz,kurz
fein,fein
kann,können
",",--
fo,fo
muß,müssen
das,der
",",--
was,wer
wir,wir
über,über
seln,seln
Wirken,wirken
und,und
feine,fein
Persönlichkeit,Persönlichkeit
gesagt,sagen
haben,haben
",",--
genügen,genügen
.,--
Es,es
muß,müssen
auc,Auc
genügen,genügen
aus,aus
dem,der
Grunde,Grund
",",--
weil,weil
es,es
sich,sich
jekt,jekt
",",--
wie,wie
gleichfalls,gleichfalls
hier,hier
schon,schon
gesagt,sagen
wurde,werden
",",--
um,um
.,--
weit,weit
mehr,mehr
für,für
uns,uns
haz,haz
delt,deln
",",--
denn,denn
um,um
eine,ein
Konzlerkrise,Konzlerkrise
.,--
Es,es
ist,sein
eine,ein
Krisis,Krisis
im,in
Leben,Leben
unseres,unser
Volkes,Volk
und,und
unseres,unser
Vaterlandes,Vaterland
",",--
in,in
deren,der
Mitten,mitten
wir,wir
steßen,steßen
",",--
und,und
die,der
Frage,Frage
ist,sein
:,--
wie,wie
werden,werden
wir,wir
diess,diess
Krisis,Krisis
überwinden,überwinden
?,--
Ueberwinden,ueberwinden
können,können
wir,wir
sie,sie
nur,nur
donn,donn
",",--
wenn,wenn
der,der
neu,neu
*,*
Mann,Mann
am,an
Steuer,Steuer
die,der
Führereigenschaften,Führereigenschafte
mitbringt,mitbringen
",",--
die,der
er,er
braucht,brauchen
",",--
um,um
das,der
Werk,Werk
zu,zu
vollenden,vollenden
",",--
das,der
es,es
iet,iet
zu,zu
voll,voll
»,--
enden,enden
gilt,gelten
;,--
wenn,wenn
er,er
den,der
Willen,Wille
und,und
die,der
Kraft,Kraft
hat,haben
",",--
die,der
Bahn,Bahn
freizumachen,freimachen
für,für
die,der
politische,politisch
Aufe,Aufe
wärtsentwilung,Wärtsentwilung
unseres,unser
Volkes,Volk
",",--
auf,auf
diefer,dief
Bahn,Bahn
alle,aller
Volkskräfte,Volkskräft
freizumachen,freimachen
und,und
zu,zu
fame,fam
meln,meln
",",--
die,der
.wir,.wir
einsehen,einsehen
müssen,müssen
",",--
wenn,wenn
wir,wir
den,der
großen,groß
Kampf,Kampf
um,um
unser,unser
Leben,Leben
in,in
Ehren,Ehre
bs,bs
fiehen,fiehen
wollen,wollen
",",--
und,und
wenn,wenn
er,er
es,es
versteht,verstehen
",",--
alls,alls
Widerstände,Widerstand
",",--
die,der
sich,sich
ihm,ihm
aus,aus
diefer,dief
Vahn,Vahn
ent,ent
»,--
oegenstellen,oegenstellen
",",--
mit,mit
rüdsichts'oser,rüdsichts'oser
Entschloffenheit,Entschloffenheit
zu,zu
beseitigen,beseitigen
.,--
Nur,nur
dieser,dieser
stärkste,stark
Wille,Wille
führt,führen
uns,uns
zum,zu
Siege,Sieg
über,über
den,der
Feind,Feind
",",--
der,der
uns,uns
in,in
wildem,wild
Ingrimm,Ingrimm
zu,zu
vernichten,vernichten
trachtet,trachten
",",--
denn,denn
nur,nur
",",--
wenn,wenn
wir,wir
in,in
umjezem,umjez
Vaterlende,Vaterlende
den,der
Boden,Boden
bereiten,bereiten
",",--
aus,aus
dem,der
wir,wir
",",--
dem,der
Ni,Ni
täus,täus
gleich,gleich
",",--
immer,immer
neue,neu
Kräfte,Kraft
für,für
den,der
kampf,Kampf
an,an
den,der
Fronten,Front
im,in
Westen,Westen
sau,sau
wenn,wenn
wir,wir
der,der
Idee,Idee
eines,ein
Kampfes,Kampf
des,der
gesamten,gesamt
Volkes,Volk
für,für
sein,sein
Leben,Leben
im,in
Volke,Volke
zum,zu
Siege,Sieg
ver,v
helfen,helfen
=,=
>,>
nur,nur
dann,dann
können,können
wir,wir
uns,sich
siegreich,siegreich
bes,bes
haupten,haupten
",",--
sonst,sonst
nicht,nicht
.,--
Dieser,dieser
Zusemmenhang,Zusemmenhang
zwischen,zwischen
dem,der
Kampf,Kampf
an,an
der,der
Front,Front
und,und
den,der
litischen,litisch
Kämpfen,Kampf
scheint,scheinen
von,von
vielen,vieler
immer,immer
noc,noc
<,<
nicht,nicht
mit,mit
hinlänn,hinlänn
!,--
:,--
larkelt,larkeln
er,er
»,--
kannt,kannen
worden,werden
zu,zu
sein,sein
.,--
Daß,daß
der,der
neue,neu
Kanzler,Kanzler
ihn,ihn
erfenne,erfennen
",",--
und,und
daß,daß
ex,ex
in,in
dieser,dieser
Erkenntnis,Erkenntnis
handle,handeln
",",--
das,der
ist,sein
das,der
Gebot,Gebot
dx,dx
Stun,Stun
;,--
 , 
Der,der
kaiferliche,kaiferlich
Aöschiedserlaß,Aöschiedserlaß
an,an
de,de
:,--
Hertling,Hertling
läßt,lassen
hosfen,hosfen
",",--
daß,daß
man,man
arch,arch
Stelle,Stelle
diejes,diejes
Gebot,Gebot
der,der
Stunde,Stunde
ert,ert
;,--
deutsche,deutsch
Volk,Volk
soll,sollen
wirf'amer,wirf'amer
e,e
!,--
s,--
Vestimmuag,Vestimmuag
der,der
Grs,Grs
>,>
idke,idke
des,der
Vo,Vo
!,--
aibeiten,aibeiten
",",--
es,es
sollen,sollen
Biänner,Biänner
",",--
die,der
vom,von
Ve,Ve
:,--
des,der
Volkes,Volk
getrogen,getrogen
",",--
in,in
weitem,weit
Umfang,Umfang
feil,feil
nehmen,nehmen
au,au
den,der
Rechten,rechte
und,und
aa,aa
den,der
Pflicht,Pflicht
»,--
9,9
%,%
"""",--
 , 
Was,was
über,über
fein,Fein
W,--
!,--
 , 
Grafen,Grafen
 , 
„,--
mmmnnnenen,mmmnnnen
unwemmeemmeemmwwntennnm,Unwemmeemmeemmwwntennnm
=,=
memmemmeneneennmnmenn,memmemmeneneennmnmenn
bnmmuÄeemmeeeenemeneen,bnmmuÄeemmeeeenemeneen
 , 
2,2
...,--
 , 
nme,nme
„,--
ng,ng
.,--
Das,der
ist,sein
also,also
.,--
mag,mögen
man,man
es,es
Parla-,Parla-
eisierung,Eisierung
oder,oder
oasiwie,oasiwie
nennen,nennen
",",--
der,der
Bruch,Bruch
dem,der
bisherigen,bisherig
Eystem,Eystem
der,der
Obrigkeits,Obrigkeits
»,--
 , 
und,und
der,der
Bruch,Bruch
ist,sein
",",--
wie,wie
immer,immer
auch,auch
die,der
 , 
je,je
si,si
gestalten,gestalten
mögen,mögen
",",--
endgültig,endgültig
.,--
Das,der
alte,alt
ime,ime
gehört,gehören
der,der
Geschicßte,Geschicßte
an,an
und,und
eine,ein
reue,reu
poche,poche
im,in
Leben,Leben
unseres,unser
Volkes,Volk
hat,haben
begonnen,beginnen
.,--
 , 
„,--
Dir,dir
sagten,sagen
es,es
schon,schon
früher,früh
einmal,einmal
bei,bei
einer,ein
 , 
„,--
anderen,anderer
Gelegenheit,Gelegenheit
:,--
denen,der
",",--
die,der
in,in
den,der
alten,alt
 , 
Kraditionen,Kradition
groß,groß
geworden,werden
sind,sein
",",--
in,in
ihnen,ihnen
denken,denken
 , 
gelernt,lernen
haben,haben
",",--
muß,müssen
es,es
bitter,bitter
schwer,schwer
gefallen,fallen
"""",--
ein,ein
",",--
 , 
Fas,fas
Alte,alte
",",--
das,der
ihnen,ihnen
Stern,Stern
und,und
Kern,Kern
ihres,ihr
 , 
war,sein
",",--
zu,zu
Grabe,Grab
zu,zu
tzogen,tzog
und,und
neue,neu
zu,zu
gehen,gehen
",",--
über,über
denen,der
für,für
sie,sie
noch,noch
das,der
 , 
Tlegt,Tlegt
.,--
Daß,daß
sie,sie
",",--
und,und
der,der
Kaiser,Kaiser
vor,vor
allem,alle
",",--
 , 
den,der
Mut,Mut
und,und
die,der
Kraft,Kraft
gefunden,finden
bhen,bhen
",",--
ent-,ent
 , 
Ichlossen,Ichlosse
die,der
neuen,neu
Wege,Weg
zu,zu
betreten,betreten
",",--
dafür,dafür
ge-,ge
 , 
Bührt,Bührt
ihnen,ihnen
warme,warm
Anerkennung,Anerkennung
.,--
 , 
Nun,nun
aber,aber
qehe,qehen
man,man
auch,auch
den,der
neuen,neu
Weg,Weg
",",--
Hen,Hen
man,man
zu,zu
fetreten,fetreten
fich,fich
entschlossen,entschließen
hat,haben
",",--
mutig,mutig
weiter,weiter
bis,bis
ans,an
Ende,Ende
",",--
Er,er
führt,führen
zum,zu
Volk,Volk
und,und
Has,Has
Volk,Volk
geht,gehen
ihn,ihn
mit,mit
.,--
Das,der
gibt,geben
die,der
Gewähr,Gewähr
Hofür,Hofür
",",--
daß,daß
maa,maa
eine,ein
Stühe,Stühe
am,an
Velke,velke
haben,haben
wird,werden
",",--
und,und
daß,daß
der,der
Weg,Weg
zur,zu
Höhe,Höhe
emporführt,emporführt
.,--
Wan,wan
tue,tun
also,also
das,der
",",--
was,wer
geton,geton
werden,werden
muß,müssen
",",--
ganz,ganz
.,--
Man,man
mache,machen
nicht,nicht
den,der
schweren,schwer
Fehler,Fehler
",",--
einen,ein
Fehler,Fehler
",",--
der,der
in,in
unseren,unser
Tagen,Tag
verzönanisvoll,verzönanisvoll
werden,werden
kann,können
",",--
daß,daß
man,man
sich,sich
mit,mit
einer,ein
Frontver-,Frontver
kängerung,Kängerung
begnügt,begnügen
.,--
sondern,sondern
man,man
vollziehe,vollziehen
den,der
Frontwechsel,Frontwechsel
",",--
der,der
doh,doh
am,an
Earde,Earde
vollzogen,vollziehen
wer-,wer
den,der
muß,müssen
.,--
 , 
Wir,wir
werden,werden
eine,ein
Koalitionzregierung,Koalitionzregierung
be-,be
kommen,kommen
",",--
die,der
nichts,nichts
anderes,anderer
sein,sein
darf,dürfen
",",--
als,als
eine,ein
Regierung,Regierung
der,der
