Token,Lemma
eins,eins
 , 
j,j
 , 
Dienstag,Dienstag
",",--
26.,26.
November,November
1918,1918
 , 
;,--
Wilson,Wilson
liefert,liefern
Lebensmittel,Lebensmittel
.,--
 , 
Berlin,Berlin
",",--
25.,25.
Novenbun,Novenbun
",",--
 , 
Die,der
deutsche,deutsch
Regierung,Regierung
hat,haben
durch,durch
Vermittelung,Vermittelung
der,der
ichen,ich
Reglerurg,Reglerurg
ia,ia
der,der
Frags,Frags
der,der
Versorgung,Versorgung
Denti;celands,Denti;celands
mit,mit
Lebenomittelu,Lebenomittelu
aach,aach
fFichende,fFichend
Tniwort,Tniwort
des,der
amerikanischen,amerikanisch
Etactsjekretürs,Etactsjekretür
Lansing,Lansing
erhalten,erhalten
:,--
 , 
„,--
In,in
eier,ei
gemeinsamen,gemeinsam
Sizung,Sizung
der,der
beiden,beide
Häuser,Haus
des,der
Kongresses,Kongreß
vom,von
11.,11.
November,November
hat,haben
der,der
Präftdent,Präftdent
der,der
Vereixigten,Vereixigt
Staaten,Staat
erklärt,erklären
",",--
daß,daß
die,der
Vertreter,Vertreter
der,der
verbundenen,verbunden
Negieruugen,Negieruuge
in,in
dex,dex
Obersten,oberer
Kriegsrat,Kriegsrat
in,in
Versailles,Versailles
in,in
einem,ein
einstimmig,einstimmig
gefaßten,gefaßt
Beschluß,Beschluß
den,der
Vülbern,Vülber
der,der
Mittel-,Mittel
mächte,Mächt
zugesagt,zusagen
hätten,haben
",",--
daß,daß
alles,alle
unter,unter
den,der
gegenwärtigen,gegenwärtig
Umständen,Umstand
Mögliche,Mögliche
getau,getau
werden,werden
solle,sollen
",",--
um,um
sie,sie
mit,mit
Nahrungsmittelu,Nahrungsmittelu
zu,zu
versehen,versehen
und,und
um,um
die,der
izaurige,izaurig
Not,Not
zu,zu
erstichtern,erstichtern
",",--
die,der
au,Au
sovie,Sovie
!,--
Orten,Ort
ihr,ihr
Leden,Lede
bedroht,bedrohen
",",--
und,und
daß,daß
sofort,sofort
Scritte,Scritt
unternommen,unternehmen
werden,werden
sollen,sollen
",",--
dieses,dieser
Hilfswerk,Hilfswerk
in,in
der-,der
Felden,Feld
Weise,Weise
systema,systema
:,--
sch,--
zu,zu
organifteven,organifteven
",",--
wie,wie
dies,dieser
im,in
Falle,Fall
Besgiens,Besgien
ge-,ge
schehen,scheh
fei-,fei
Der,der
Präsident,Präsident
gab,geben
fexwer,fexwer
der,der
Ansicht,Ansicht
Ausdrus,Ausdrus
>,>
",",--
deß,deß
es,es
sich,sich
durch,durch
die,der
Verwendung,Verwendung
der,der
brachliegenden,brachliegend
Tonnage,Tonnage
des,der
Mittelmächte,Mittelmächt
alsdann,alsdann
ex-,ex-
möglichen,möglich
lassen,lassen
soülte,Soült
",",--
der,der
dodrängten,dodrängt
Bevölkerung,Bevölkerung
des,der
Mittelmächte,Mittelmächt
die,der
Furcht,Furcht
vos,vo
nßerstom,nßerstom
Elend,Elend
zu,zu
nehmen,nehmen
und,und
ihr,ihr
Gelegenheit,Gelegenheit
zu,zu
geben,geben
",",--
ihre,ihr
Aufmerssambeit,Aufmerssambeit
und,und
ihre,ihr
Kröfte,Kröfte
den,der
großen,groß
und,und
gefahrvollen,gefahrvoll
Aufgaben,Aufgabe
des,der
politischen,politisch
Neuausdaves,Neuausdav
zu,zu
widmen,widmen
",",--
denen,der
sie,sie
jezt,jezt
Überall,überall
gegenübersteht,genüberstehen
.,--
 , 
Zu,zu
diesem,dieser
Sinus,Sinus
beauftragt,beauftragen
mich,mich
der,der
Präsident,Präsident
zu,zu
erklären,erklären
",",--
daß,daß
er,er
beveit,beveit
ist,sein
",",--
die,der
Versorgung,Versorgung
Dents,Dents
>,>
lands,lands
mit,mit
Nahrungsmitteln,Nahrungsmittel
in,in
günstigem,günstig
Einne,Einn
zu,zu
erwägen,erwägen
und,und
diess,Diess
ge,ge
mit,mit
deu,deu
verbündeten,verbündeter
Regierungen,Regierung
so-,so-
fort,fort
aufzunehmen,aufnehmen
",",--
voransgesett,voransgesett
",",--
daß,daß
ex,ex
die,der
Versicherung,Versicherung
erhält,erhalten
",",--
daß,daß
in,in
Deutschland,Deutschland
die,der
öffentliche,öffentlich
Ordnung,Ordnung
aufrechte,aufrechen
erhalten,erhalten
wird,werden
und,und
auc,auc
<,<
weiterhin,weiterhin
aufrechterhalten,aufrechterhalt
bleidt,Bleidt
und,und
daß,daß
eine,ein
gerechts,gerechts
Verteilung,Verteilung
der,der
Nahrungsmittel,Nahrungsmittel
unzweiselhaft,unzweiselhaft
garaue,garau
tiert,tieren
wird,werden
.,--
0.,0.
Leusing,Leusing
.,--
 , 
Diese,dieser
Note,Note
des,der
Staatssekretärs,Staatssekretär
Lansing,Lansing
wird,werden
vom,von
deutschen,deutsch
Vol,Vol
?,--
e,e
mit,mit
aufrichtiger,aufrichtig
Freude,Freude
begrüßt,begrüßen
werden,werden
",",--
4*bt,4*bt
sie,sie
uns,uns
dochh,dochh
die,der
Hoffnung,Hoffnung
",",--
daß,daß
wir,wir
einer,ein
Hunpersnot,Hunpersnot
entgezen,entgezen
werdea,werdea
",",--
Die,der
Aote,Aote
logt,logt
unserem,unser
Dolke,Dolke
eber,Eber
erh,erh
Verpflichtungen,Verpflichtung
auf,auf
.,--
Die,der
Debensmittel,Debensmittel
",",--
die,der
uus,uus
das,der
Husland,Husland
liefert,liefern
",",--
werden,werden
uns,uns
nicht,nicht
geschenkt,schenken
",",--
sondern,sondern
müfsen,Müfse
bezahlt,bezahlen
",",--
wahr,wahr
»,--
scheintich,scheintich
wgar,wgar
.<t,.<t
ieuer,Ieuer
bezchlt,bezchlen
werden,werden
.,--
Sol,Sol
das,der
Reich,Reich
imstande,imstande
“,--
ein,ein
",",--
diefe,dief
Lasten,Last
zu,zu
tragen,tragen
",",--
jo,jo
muß,müssen
dux,dux
Auhe,Auhe
und,und
Ordnung,Ordnung
im,in
Innern,innere
für,für
einen,ein
ungehinderten,ungehindert
Fortgang,Fortgang
der,der
Er-,Er
zeugung,Zeugung
gesorgt,sorgen
werden,werden
",",--
denn,denn
nur,nur
eine,ein
verstärkte,verstärkt
Erzergung,Erzergung
schafft,schaffen
Werte,Wert
.,--
Dafür,dafür
ist,sein
ober,ober
Verausseßung,Verausseßung
",",--
daß,daß
beitmdgliäst,beitmdgliasen
der,der
Friede,Friede
kemmt,kemmen
",",--
der,der
alein,alein
unserem,unser
Volk,Volk
die,der
Möglichbeit,Möglichbeit
Eibt,Eibt
",",--
sich,sich
feinen,fein
Geschäften,Geschäft
zu,zu
widmen,widmen
.,--
Und,und
die,der
Voraussehung,Voraussehung
für,für
den,der
Frieden,Frieden
ist,sein
",",--
wie,wie
nun,nun
ja,ja
wohl,wohl
allgemeine,allgemein
Ueberzeugung,Ueberzeugung
fein,fein
dürfte,dürfen
",",--
cnellste,cnellste
Eirberufung,Eirberufung
einer,ein
Konstituonte,Konstituont
.,--
 , 
Mach,Mach
dieser,dieser
Rede,Rede
des,der
Vorfihenden,vorfihend
ergriff,ergreifen
 , 
Siaolsfefretär,Siaolsfefretär
Solf,Solf
 , 
flimmsten,flimmst
Folgen,Folge
",",--
Die,der
Nettung,Nettung
heißt,heißen
Präll,Präll
»,--
|,|
das,der
Wort,Wort
:,--
Da,da
die,der
Teilnahme,Teilnahme
der,der
Vereinig,Vereinig
»,--
 , 
ten,ten
Staaten,Staat
am,an
Kriege,Krieg
sic,sic
als,als
aus-,aus
 , 
den,der
|,|
schlaggebend,schlaggebend
erwiesen,erweisen
habe,haben
",",--
hätten,haben
wir,wir
uns,sich
mit,mit
 , 
de,de
Freiheit,Freiheit
",",--
die,der
|,|
unserm,unser
Wassenstilistands-,Wassenstilistands
und,und
Friedeneongehot,Friedeneongehot
 , 
"""",--
ohne,ohne
|,|
20h,20h
an,an
sie,sie
gewandt,wenden
",",--
Außerdem,außerdem
hebe,heben
Wilson,Wilson
 , 
Ulle,Ulle
Transportmittel,Transportmittel
müssen,müssen
in,in
den,der
|,|
89,89
einziger,einzig
ein,ein
ehrliches,ehrlich
pazifistisches,pazifistisch
Programm,Programm
Ke,Ke
ortreien,ortreien
",",--
während,während
olle,oll
 , 
7,7
In,in
unserer,unser
Lage,Lage
fei,fei
aber,aber
die,der
 , 
eren,er
Gegner,Gegner
Impe,Impe
»,--
 , 
fihhe,Fihhe
 , 
Bolltie,Bolltie
08,08
damit,damit
Eindämmung,Eindämmung
eingeleitet,einleiten
",",--
aber,aber
ohne,ohne
|,|
345,345
Imperialismus,Imperialismus
.,--
Allerdings,allerdings
herrsce,herrsce
auch,auch
in,in
Amerika,Amerika
Glogrsftimmung,Glogrsftimmung
und,und
daher,daher
Uebereinstimmung,Uebereinstimmung
mit,mit
den,der
Woffenstilistands-,Woffenstilistands
 , 
kas,ka
Forderung,Forderung
fei,fei
",",--
daß,daß
in,in
 , 
Ameri,Ameri
!,--
 , 
Cec,Cec
!,--
wohl,wohl
auf,auf
seine,sein
Eteäung,Eteäung
Völkerbund,Völkerbund
ihren,ihre
",",--
die,der
der,der
entspr,Entspr
;,--
Eagland,Eagland
werde,werden
*,*
von,von
Deutschlan,Deutschlan
!,--
 , 
mid,Mid
.,--
sern,Ser
ehe,ehe
.,--
Uu,uu
|,|
d,d
1,1
zähalten,Zähalt
",",--
und,und
befürchte,befürchten
",",--
die,der
Entente,Entente
[,[
uche,uchen
einig,einig
 , 
anzemeßen,anzemeßen
degehlt,degehlen
.,--
 , 
Zie,Zie
Reichsionferenz,Reichsionferenz
der,der
Bundesregieruagen,Bundesregieruage
.,--
 , 
eine,ein
gesicherte,gesichert
Majoritätsregierung,Majoritätsregierung
vero,vero
langt,langen
.,--
Zeerihe,Zeerihe
in,in
England,England
S,S
 , 
fo,fo
sei,sein
in,in
Frankreich,Frankreich
der,der
Eiegezta,Eiegezta
!,--
Togesordnung,Togesordnung
.,--
Seime,Seime
öffentliche,öffentlich
Meinung,Meinung
dränge,drängen
vr,vr
allem,alle
auf,auf
Urterdrüdung,Urterdrüdung
jegiichen,jegiich
Bolsche,Bolsch
»,--
wismus,Wismus
",",--
ever,ev
es,es
seine,sein
fast,fast
",",--
als,als
wolle,wollen
mon,mon
in,in
gar,gar
keinen,kein
Frieden,Frieden
",",--
sondern,sondern
hosse,hosse
durch,durch
vumg,Vumg
des,der
Eeparatismus,Eeparatismus
das,der
Reih,Reih
zu,zu
zer-,zer
sien,sien
",",--
Nußland,Nußland
jei,jein
von,von
der,der
aten,at
Ne-,Ne
erung,Erung
im,in
Inderesse,Inderesse
des,der
notwerdizen,notwerdiz
Friv-,Friv
denssch.usses,denssch.usses
anerkannt,anerkennen
worden,werden
",",--
und,und
wir,wir
wollten,wollen
ouch,Ouch
im,in
Frieden,Frieden
mit,mit
der,der
Sowjetregiowung,Sowjetregiowung
leben,leben
",",--
in,in
 , 
Er,er
 , 
gewon,Gewon
der,der
Sowjetregierung,Sowjetregierung
scheine,schein
be-,be
 , 
ehen,Ehe
.,--
Zusammenfassend,zusammenfassend
kommt,kommen
Sol,Sol
!,--
auf,auf
den,der
un-,un
bedingien,bedingi
Vernichtungswillen,Vernichtungswill
Frank,Frank
»,--
 , 
it,--
e,e
so,so
",",--
wenn,wenn
der,der
A-,A-
und,und
S.-Rot,S.-Rot
in,in
Hamburg,Hamburg
selbständig,selbständig
Beziehungen,Beziehung
zur,zu
Gow,Gow
»,--
jetregierung,Jetregierung
aatnüpie,aatnüpie
oder,oder
wenn,wenn
von,von
an-,an-
derer,der
Stelle,Stelle
u,u
x,x
Kurie,Kurie
des,der
Uuswärtigen,Uuswärtig
Amts,Amt
euf,eeufn
der,der
Reise,Reise
"""",--
ach,ach
Wien,Wien
vershaftet,vershaften
würde,werden
.,--
Er,er
habe,haben
mit,mit
seinen,sein
Beamten,Beamter
loyal,loyal
unter,unter
der,der
neuen,neu
Negierung,Negierung
gearbeitet,arbeiten
",",--
aber,aber
der,der
Ver-,Ver
nichtung,Nichtung
des,der
Reihs,Reihs
könne,können
ex,ex
Protest,Protest
zusezen,zusezen
.,--
Seine,sein
einzige,einzig
 , 
festgeiekt,Festgeiekt
werden,werden
",",--
handen,handen
je,je
",",--
Wun,Wun
*,*
nur,nur
als,als
Provisorium,Provisorium
gelten,gelten
",",--
Dr.,Dr.
Solf,Solf
schließt,schließen
mit,mit
den,der
Worten,Wort
",",--
daß,daß
ex,ex
dann,dann
an,an
cine,Cine
alüfliche,alüflich
Zukunft,Zukunft
der,der
Revolntion,Revolntion
glouße,glouße
und,und
sie,sie
nicht,nicht
um,um
ihre,ihr
Früchte,Frucht
bringen,bringen
 , 
.-4,.-4
 , 
wolle,wollen
.,--
Hierauf,hierauf
erstattete,erstatten
rm,rm
 , 
Staglssefretär,Staglssefretär
Erzberger,Erzberger
 , 
fein,fein
Referat,Referat
.,--
Er,er
berschtet,berschten
zunächst,zunächst
über,über
den,der
Ent-,Ent
schluß,Schluß
des,der
Kriegskabizzeits,Kriegskabizzeit
",",--
am,an
8.,8.
November,November
dem,der
französischen,französisch
Oberbejehlshaber,Oberbejehlshaber
die,der
Kapitu-,Kapitu
»,--
ation,ation
Deutschiands,Deutschiand
auszuspricen,ausspricen
.,--
Die,der
Verhandlungen,Verhandlung
führten,führen
zu,zu
dem,der
Ergebnis,Ergebnis
",",--
daß,daß
Elsaß-Zothringen,Elsaß-Zothring
eatgegen,eatgegen
den,der
von,von
Foh,Foh
mige,mig
teilten,teilt
Bedingungen,Bedingung
nicht,nicht
als,als
beschtes,bescht
Geb'ek,Geb'ek
",",--
fodern,fodern
als,als
fokbständizer,fokbständiz
Staat,Staat
bezeichnet,bezeichnen
wnrde,wnrde
",",--
Die,der
Punkte,Punkt
",",--
in,in
denen,der
die,der
Bedingungen,Bedingung
eine,ein
Milderung,Milderung
erfuhren,erfahren
",",--
waron,waron
:,--
die,der
Verlänge,Verlänge
»,--
rung,Rung
der,der
Räumungsfrift,Räumungsfrift
von,von
90,90
auf,auf
36,36
Tage,Tag
",",--
die,der
Ablieserung,Ablieserung
von,von
5000,5000
Lastkraftwagen,Lastkraftwag
statt,statt
10,10
000,000
",",--
die,der
Bestimmung,Bestimmung
",",--
daß,daß
die,der
Rückgebe,Rückgeb
dex,dex
deutschen,deutsch
Kriegegefangenen,Kriegegefangen
im,in
Präliminarsrieden,Präliminarsriede
geregelt,regeln
wrde,Wrde
",",--
endlich,endlich
Zusicherung,Zusicherung
der,der
Verfor-,Verfor
gung,Gung
mit,mit
Lebensmitteln,Lebensmittel
",",--
Vorläufig,Vorläufig
wiele,wieln
sich,sich
di,di
*,*
Erfüllung,Erfüllung
der,der
Bedingungen,Bedingung
verhält,verhalten
«,--
niomäßig,niomäßig
gut,gut
ab,ab
.,--
Das,der
Kriegsmatte,Kriegsmatte
rial,rial
weide,weide
ordnungsmäßig,ordnungsmäßig
übergeben,übergeben
",",--
0,0
konnten,können
nur,nur
3000,3000
Lokomotiven,Lokomotive
und,und
100000,100000
Wagen,Wagen
ageliefert,agelieferen
werden,werden
.,--
Die,der
Ab-,Ab
machung,Machung
über,über
die,der
deutschen,deutsch
Kriegsgefangenen,Kriegsgefangene
mildern,mildern
zu,zu
knnen,knnen
",",--
erscheine,erscheinen
hoffnungslos,hoffnungslos
",",--
Die,der
Rü,Rü
>,>
kehr,Kehr
der,der
Gefangenen,gefangener
vollzöz8,vollzöz8
fich,fich
normal,normal
",",--
unmögrich,unmögrich
jei,jein
dagegen,dagegen
die,der
Nü>-,Nü>-
führung,Führung
der,der
gefangenen,gefangen
Aussen,Ausse
vor,vor
dem,der
1.,1.
Februar,Februar
1919.,1919.
In,in
der,der
Lebensmitiele,Lebensmitiele
 , 
Er,er
z,z
welsele,welseln
aber,aber
entschieden,entschieden
an,an
der,der
Mö,Mö
go,go
Iichfeit,Iichfeit
",",--
die,der
Räumungstermine,Räumungstermin
iwie-,iwie-
Sriedentz,Sriedentz
ieiner,iein
erhefst,erhefst
er,er
von,von
 , 
iner,in
Verzögerung,Verzögerung
befürdte,befürdte
 , 
rheinischen,rheinisch
Gebie,Gebie
tzung,Tzung
der,der
polnischen,polnisch
Anf,Anf
",",--
 , 
.des,.des
.,--
 , 
fem,fem
 , 
13,13
rt,rt
:,--
Die,der
Referate,Referat
von,von
E+:ger,E+:ger
lassen,lassen
wirklich,wirklich
n1&ts,N1&ts
ken,Ken
",",--
daß,daß
inzwischen,inzwischen
die,der
Nevo,Nevo
Arbeit,Arbeit
getan,tun
hat,haben
.,--
Ster,Ster
:,--
Frieden,Frieden
",",--
aber,aber
ihn,ihn
exrei&en,exrei&en
werden,werden
nöu.8,nöu.8
unfompromittierte,unfompromittiert
Tänner,Tänner
Rh,Rh
an,an
den,der
Kopf,Kopf
",",--
wenn,wenn
man,man
dit,dit
inkands-Interhändler,inkands-Interhändler
les,les
järden,järd
“,--
Leute,Leute
2,2
die,der
Woltverai,Woltverai
ang,ang
oronnisiert,oronnisieren
Verhandlungen,Verhandlung
rit,rit
Wilson,Wilson
tedeaien,tedeaien
",",--
daß,daß
er,er
dadiach,Dadiach
0,0
;,--
 , 
en,en
.,.
 , 
iG.,iG.
Berichten,Bericht
.,--
Idre,Idre
|,|
nern,nern
zu,zu
verl,verl
Zystem,Zystem
geb,geb
 , 
Ufer,Ufer
.,--
2vediug,2vediug
.,--
1,1
Boll,Boll
",",--
feodt,feodt
riel,Riel
 , 
drutiche,drutich
Kaise,Kais
 , 
wi,wi
-,--
;,--
 , 
zweite,zweiter
Ft,Ft
 , 
j,j
 , 
Heires,Heir
Sünden,sünd
jeie2,jeie2
",",--
amm,amm
m,m
der,der
Frage,Frage
:,--
Zit,Zit
ie,ie
ma,ma
 , 
|,|
|,|
|,|
|,|
 , 
mit,mit
der,der
:,--
 , 
neter,neter
im,in
unterstügt,unterstügt
Eisne,Eisne
!,--
t,t
m,m
Mehr,mehr
!,--
 , 
Fried,Fried
Ot,Ot
fo,fo
harf,hearfen
 , 
den,der
vi,vi
 , 
Mirieoen,Mirieoen
werden,werden
.,--
 , 
erar'camluag,erar'camluag
auf,auf
den,der
5,5
",",--
",",--
B7zttembera,B7zttembera
beat,Beat
f,f
&,&
e,e
!,--
en,en
wird,werden
dex,dex
Termin,Termin
Mitt,Mitt
:,--
Tegen,Teg
das,der
76a,76a
Tisner,Tisner
 , 
kätte,kätten
er,er
nichts,nichts
ei,ei
 , 
Gesaudte,Gesaudte
für,für
Deutschland,Deutschland
.,--
Dr.,Dr.
troffen,troffen
",",--
Ex,Ex
beaab,beaab
sich,sich
sofort,sofort
1,1
»,--
d,d
 , 
Reichskonferenz,Reichskonferenz
teil,teil
",",--
 , 
yreufettiet,Yreufettiet
",",--
um,um
in,in
Dentsetand,Dentsetand
Dievaus,Dievaus
ergibt,ergeben
fich,fich
nach,nach
seiner,sein
drixgexte,drixgext
Netwendigleit,Netwendigleit
des,der
Präliminat-,Präliminat
Fntylittiges,Fntylittig
Aufhören,Aufhören
des,der
Blukvergi-Zens,Blukvergi-Zen
",",--
Heimo,Heimo
Fehr,Fehr
dar,dar
deutschen,deutsch
Kriegsgefangenen,Kriegsgefangene
",",--
ung,ung
der,der
Reichseinheit,Reichseinheit
.,--
Im,in
Felle,Fell
 , 
tile,Til
durch,durch
längere,lang
Besekung,Besekung
des,der
links,links
»,--
und,und
durch,durch
Verwirk-,Verwirk
 , 
Bojen,Boje
und,und
Obersrlesien,Obersrlesien
shon,shon
während,während
des,der
Was-,Was
In,in
der,der
Ausfprache,Ausfprache
nahm,nehmen
zunächst,zunächst
 , 
Winisterpräsident,Winisterpräsident
Eisner,Eisner
 , 
x,x
angebracht,anbringen
",",--
ohne,ohne
 , 
x,x
Gegner,Gegner
sür,sür
mi,mi
ngen,ngen
.,--
Er,er
1.,1.
Die,der
Truppen,Truppe
werden,werden
lebhaft,lebhaft
be-,be
jeden,jeder
Rr,Rr
Eiben,Eiben
Männer,Mann
nichts,nichts
|,|
82804.,82804.
Den,der
ganzen,ganz
Gonntogvormittgn,Gonntogvormittgn
durch,durch
.,--
»,--
eis,eis
Gegenrevol,Gegenrevol
"""",--
tion,Tion
nennen,nennen
.,--
Er,er
|,|
zogen,ziehen
österreichtsche,österreichtsch
Truppen,Truppe
mit,mit
ihrer,ihr
Gene,Gene
naut,nauen
aus,aus
Zeitaraen,Zeitaraen
",",--
sondern,sondern
|,|
Bagage,Bagage
die,der
Südstadt,Südstadt
.,--
Bei,bei
der,der
her,her
:,--
s,s
>,>
ezden,ezd
 , 
de,de
Kälte,Kälte
empfanden,empfinden
die,der
Truppen,Truppe
es,es
doyp-,doyp-
',--
 , 
er,er
an,an
der,der
Spitze,Spitze
dex,dex
dextschhen,dextschh
De,De
:,--
rouen,rouen
der,der
 , 
Wir,wir
brauchen,brauchen
eine,ein
R,R
!,--
 , 
e,e
angelommen,angelommen
.,--
von,von
der,der
B-,B-
eine,einer
de,de
empfangen,empfangen
und,und
bewillkomnt,bewillkomnt
.,--
vt,vt
.,--
Außerdem,außerdem
|,|
Wirvelm-Rina,Wirvelm-Rina
hatten,haben
sic,Sic
),--
die,der
Sp,Sp
 , 
5,5
provisorische,provisorisch
!,--
 , 
Wolsgaua,Wolsgaua
Heine-,Heine-
Anhalt,Anhalt
Mofe,Mofe
!,--
tal,tal
Die,der
Ortschaften,Ortschaft
sind,sein
zu,zu
Grzieige,Grzieig
en,--
en,en
Eeidaten,Eeidaten
überall,überall
festlich,festlich
geshmädt,shmäden
",",--
MN,MN
tv,tv
ilitarigmus,ilitarigmus
gewann,gewinnen
",",--
es,es
nict,nict
|,|
Bevölkerung,Bevölkerung
empfängt,empfangen
uaiere,uaiere
n,n
franc,franc
Denar,Denar
arögter,arögt
Serzitchfeit,Serzitchfeit
",",--
Die,der
Verpflerung,Verpflerung
da,da
findet,finden
die,der
Verteidigung,Verteidigung
ve,ve
Sünden,Sünde
|,|
Die,der
Franzosen,Franzose
in,in
Eifaß-Lothringen,Eifaß-Lothring
.,--
 , 
Seqierunng,Seqierunng
will,wollen
zur,zu
eine,ein
 , 
f,f
en,en
",",--
7,7
"""",--
00,00
wi,wi
ee,ee
mme,mme
eiscien,eiscien
Derichte,Dericht
ss,ss
|,|
dustrieller,dustriell
Einflußiphäre,Einflußiphär
in,in
Chino,Chino
er,er
fompromittiert,fompromittieren
seien,sein
.,--
Das,der
würde,werden
dem,der
|,|
Beschung,Beschung
“,--
von,von
Kiautschew,Kiautschew
;,--
6.,6.
fepsnisces,fepsnisces
Frieden,Frieden
wahrhaft,wahrhaft
dienen,dienen
.,--
Prote,Prote
?,--
toxat,Toxat
über,über
die,der
Maxschalli,Maxschalli
„,--
die,der
 , 
