Token,Lemma
elautsschusses,elautsschuss
für,für
Einheit,Einheit
und,und
Fortschritt,Fortschritt
Dr.,Dr.
 , 
ajim,ajim
Bey-,Bey
das,der
Unterrichtsministorium,Unterrichtsministorium
",",--
al,--
Bey,Bey
",",--
der,der
bisher,bisher
in,in
dem,der
täühoungs-,täühoungs-
tätig,tätig
war,sein
",",--
das,der
neu,neu
zu,zu
srgassende,srgassend
Er-,Er
rungsministerium,Rungsministerium
übernehmen,übernehmen
.,--
 , 
die,der
französischen,französisch
Metallarbeiter,Metallarbeiter
är,är
eine,ein
infernaliongle,infernaliongle
Konserenz,Konserenz
.,--
elegt,elegt
.,--
unseres,unser
Korrespondenten,Korrespondent
",",--
 , 
Genf,Genf
",",--
15.,15.
Zuli,Zuli
.,--
Heute,heute
beginnt,beginnen
in,in
Paris,Paris
der,der
Landeskongreß,Landeskongreß
allgemeinen,allgemein
Arbeiterkonföderation,Arbeiterkonföderation
",",--
der,der
ersten,erster
Male,Mal
seit,seit
Kriegsbeginn,Kriegsbeginn
zusammen-,zusamme
Der,der
der,der
Minderheit,Minderheit
der,der
Konfödera-,Konfödera
angehörende,angehörend
Verband,Verband
der,der
Metall-,Metall
eiter,Eiter
hai,Hai
unter,unter
dem,der
Vorsiß,Vorsiß
seines,sein
Sekre-,Sekre
Merrheim,Merrheim
eine,ein
Porveriammlung,Porveriammlung
abge,abgen
m,m
und,und
auf,auf
dieser,dieser
eine,ein
Tagesordnung,Tagesordnung
ange-,ange
wird,werden
",",--
die,der
Metallarbeiter,Metallarbeiter
ürden,ürden
ihre,ihr
Pflicht,Pflicht
gegenüber,gegenüber
den,der
Millionen,Million
=,=
Menschen,Mensch
nicht,nicht
vergessen,vergessen
",",--
die,der
seit,seit
Jah,Jah
»,--
en,en
die,der
grausame,grausam
Bürde,Bürde
des,der
Krit-,Krit
es,es
tragen,tragen
Der,der
Verband,Verband
sei,sein
entrüstet,entrüsten
rüber,rüber
",",--
daß,daß
Friedensmöglichkeiten,Friedensmöglichkeite
en,en
den,der
Regierungen,Regierung
vernachlässigt,vernachlässigen
wor-,wor
3,3
find,Find
",",--
und,und
b,--
«,--
gt,gt
durh,durh
die,der
Machen,Mache
sten,sn
einer,ein
Geheimdiplomatie,Geheimdiplomatie
",",--
die,der
die,der
Ar-,Ar
iterschaft,iterschaft
in,in
der,der
Ungewißheit,Ungewißheit
über,über
die,der
riegsziele,Riegsziel
Frankreichs,Frankreich
und,und
der,der
atente,atent
belasse,Belas
.,--
Der,der
Kongreß,Kongreß
verlange,verlangen
"""",--
die,der
ternationale,ternational
Aktioysfreiheit,Aktioysfreiheit
und,und
erklärt,erklären
",",--
daß,daß
x,x
jrieden,jrieden
auf,auf
folgender,folgend
Basis,Basis
hergestellt,herstellen
...,--
*,*
r-,r-
n,n
müsse,müssen
:,--
Keine,kein
Annezionen,Annezion
",",--
keine,kein
Erober,Erober
:,--
=,=
",",--
7,7
",",--
keine,kein
Entschädiqungen,Entschädiqung
",",--
Selbstbestimmung,Selbstbestimmung
»,--
[,[
cht,chtn
der,der
Böiker,Böiker
",",--
Zwes,Zwe
Hersiellung,Hersiellung
eines,ein
ichen,ich
Friedens,Frieden
erklärte,erklären
sich,sich
der,der
Vecband,Vecband
für,für
EEE,EEE
baldigen,baldig
Zusammentritt,Zusammentritt
einer,ein
naticaalen,naticaal
Konfereaz,Konfereaz
",",--
 , 
(,--
Amtlich,Amtlich
.,--
),--
Berlin,Berlin
",",--
15.,15.
Zul,Zul
",",--
abends,abends
",",--
Südwestlich,Südwestlich
und,und
östlich,östlich
von,von
Neims,Neim
find,fein
wir,wir
in,in
Teile,Teil
der,der
französischen,französisch
Stel-,Stel
lungen,lung
eingedrungen,eindringen
.,--
*,*
 , 
(,--
Autlih,Autlih
.,--
),--
Großes,groß
Hauptquartier,Hauptquartier
",",--
135.,135.
Zuli,Zuli
",",--
 , 
Westlicher,Westlicher
Kriegsschauplat,Kriegsschauplat
.,--
Heeresgruppe,Heeresgruppe
Kronprinz,Kronprinz
Nupprecht,Nupprecht
",",--
Südwestlich,Südwestlich
von,von
Ypern,Yper
griff,greifen
der,der
gestern,gestern
früh,früh
nach,nach
starker,stark
Feuervovbereitu,Feuervovbereitu
:,--
und,und
drang,Drang
in,in
geringer,gering
Breite,Breite
in,in
gelände,Gelände
ein,ein
",",--
VBeiderjeiis,VBeiderjeiis
der,der
Lys,Lys
tagsäber,tagsäber
 , 
Heeresgruppe,Heeresgruppe
Deutscchhex,Deutscchhex
Krouprinz,Krouprinz
.,--
Zwischen,zwischen
Aisne,Aisne
und,und
Marne,Marn
blieb,bleiben
die,der
Gefechts,Gefecht
«,--
tätigleit,Tätigleit
lebhaft,lebhaft
",",--
-,--
Oertliche,Oertliche
Infonteriegefechte,Infonteriegefecht
füdlich,füdlich
von,von
St.,St.
Pierre-Aigle,Pierre-Aigle
uud,uud
im,in
Savieres-,Savier
Grunde,Grund
.,--
 , 
Leutnant,Leutnant
Loewenhardt,Loewenhardt
errang,errengen
feinen,fein
35.,35.
Lust,Lust
.,--
 , 
",",--
Der,der
Erste,erster
Gene,Gene
:,--
Ludendorff,Ludendorff
 , 
Gampfiigtel,Gampfiigtel
au,au
der,der
 , 
ganzen,ganz
Befisrgut,Befisrgut
",",--
Berlin,Berlin
",",--
15.,15.
Zuli,Zuli
.,--
 , 
Halbamtlich,halbamtlich
wird,werden
mitgeteilt,mitteilen
:,--
Nordwesilich,nordwesilich
des,der
Zillebeker,Zillebeker
Sees,See
und,und
westlich,westlich
des,der
Dorfes,Dorf
Kemmel,Kemmel
wurden,werden
gestern,gestern
unter,unter
Einbeyalt,Einbeyalt
von,von
Gefangenen,gefangener
feindliche,feindlich
Pa-,Pa
tronislenv,Tronislenv
",",--
abgewiesen,abweisen
",",--
Von,von
Ypern,Yper
bis,bis
zum,zu
La,La
Bass6e-Kanal,Bass6e-Kanal
lebte,leben
die,der
Artilleokt,Artilleokt
»,--
 , 
tätigkeit,Tätigkeit
auf,auf
und,und
hielt,halten
auch,auch
in,in
dex,dex
Nachtstunden,Nachtstunde
an,an
",",--
Erhöhte,Erhöht
Gesechtstätigkeit,Gesechtstätigkeit
im,in
Abschnitt,Abschnitt
 , 
Voormezeele,Voormezeele
--,--
Kemmel,Kemmel
.,--
Eine,ein
größere,groß
feindliche,feindlich
Patrouille,Patrouille
",",--
die,der
füd-,füd
wesilich,wesilich
von,von
Bucquoy,Bucquoy
vorging,vorging
",",--
wurde,werden
abge-,abge
wiesen,weisen
",",--
Südlich,südlich
der,der
Aisuo,Aisuo
gesteigerte,gesteigert
Artille-,Artille
peenfign,Peenfign
Am,an
Abschnitt,Abschnitt
sädlich,sädlich
Pierre,Pierre
»,--
Aigle,Aigle
und,und
in,in
der,der
Savieres-Gegend,Savieres-Gegend
lebte,leben
die,der
auf,auf
",",--
Wir,wir
machten,machen
Sesangene,Sesangen
",",--
 , 
Engäscher,engäsch
Heeresbericht,Heeresbericht
.,--
[,[
i,i
:,--
Destlit,Destlit
cd,cd
Ueber,Ueber
Fs,Fs
eig,eig
»,--
',--
Die,der
Kindig,Kindig
erierle,erierle
ist,sein
nordw,nordw
«,--
ef,ef
R,R
bert,bern
H,H
des,der
Keramel-,Keramel
der,der
;,--
es,es
4,4
],]
lid,lid
und,und
kuba,Kuba
iH,iH
von,von
Ypern,Yper
 , 
vom,von
14-,14-
abends,abends
:,--
Wir,wir
1,1
Baul,Baul
"""",--
Kien,Kien
|,|
vy,vy
1,1
-,-
7,7
..,..
unsers,unsers
Linien,Linie
bus<-Sees,bus<-Sees
vor,vor
und,und
 , 
Nörrogaard,Nörrogaard
fchreiby,fchreiby
in,in
Dagens,Dagen
Nyzeter,Nyzeter
vom,von
18.,18.
Juli,Juli
:,--
„,--
Daß,daß
die,der
Verbündeten,verbündeter
es,es
nicht,nicht
versuchten,versuchen
",",--
die,der
Kampfpause,Kampfpause
zu,zu
aktiver,aktiv
Krieg-,Krieg
führung,Führung
zu,zu
benuhen,benuhen
",",--
die,der
Initiative,Initiative
an,an
fich,fich
zu,zu
Heise,Heise
und,und
",",--
Kepabueung,Kepabueung
be,be
die,der
Pläne,Plan
des,der
Geg,Geg
»,--
zu,zu
bringen,bringen
",",--
wie,wie
die,der
Italiener,Italiener
an,an
der,der
AUlptnfront,AUlptnfront
es,es
taten,tun
",",--
maß,Maß
auffallen,auffallen
.,--
Daß,daß
sis,Sis
überall,überall
und,und
immer,immer
sich,sich
mit,mit
der,der
defensiven,defensiv
Hal,Hal
»,--
tung,Tung
begnügt,begnügen
haben,haben
",",--
muß,müssen
als,als
Schwachheit,Schwachheit
bezeichnet,bezeichnen
werden,werden
.,--
Es,es
läßt,lassen
fich,fich
kaum,kaum
eine,ein
andere,anderer
Erklärung,Erklärung
finden,finden
",",--
als,als
die,der
Tatsache,Tatsache
",",--
daß,daß
die,der
große,groß
Neservearmee,Neservearmee
",",--
Focchhs,Focchhs
Manöverier-,Manöverier
armee,Armee
",",--
die,der
gerade,gerade
gebildet,bilden
wurde,werden
",",--
um,um
den,der
Osffensiuzielen,Osffensiuziel
der,der
Entenie,Entenie
zu,zu
dienen,dienen
",",--
allmähli,allmähli
<,<
aufgelöst,auflösen
und,und
zu,zu
rein,rein
defenswen,defensw
Zwecta,Zwecta
ei,ei
»,--
gesoht,sohen
worden,werden
ist,sein
",",--
Ter,Ter
Arm,Arm
",",--
dee,dee
das,der
Schwert,Schwert
der,der
Entente,Entente
führen,führen
sollte,sollen
",",--
hat,haben
den,der
S<;ld,S<;ld
auf-,auf
nehnen,nehnen
müssen,müssen
",",--
"""",--
 , 
Nichts,nichts
von,von
Berhaundlungen,Berhaundlung
!,--
 , 
Do3,Do3
Entente-Echs,Entente-Ech
der,der
Hertling-Rede,Hertling-Rede
.,--
 , 
Daß,daß
man,man
es,es
für,für
gut,gut
bejunden,bejunden
hat,haben
",",--
die,der
Hert-,Hert
Ungsche,Ungsche
Rede,Rede
Über,über
Belgien,Belgien
dem,der
Publikum,Publikum
tee-,tee
und,und
eßlöfselweise,Eßlöfselweise
einzuflößen,einflößen
",",--
ist,sein
um,um
so,so
weniger,weniger
verständlich,verständlich
",",--
als,als
diese,dieser
Rede,Rede
im,in
Grunde,Grund
genom-,genom
men,men
doch,doch
nur,nur
das,der
wiederholt,wiederholen
",",--
was,wer
früher,früh
shou,shou
von,von
Bethmann,Bethmann
Hollweg,Hollweg
allen,alle
denen,der
",",--
die,der
es,es
hören,hören
wollten,wollen
",",--
wiederholt,wiederholt
gesagt,sagen
worden,werden
ist,sein
.,--
Das,der
"""",--
weiß,wissen
bei,bei
uns,uns
jeder,jeder
",",--
der,der
den,der
politischen,politisch
Dingen,Ding
einiges,einiger
Interesse,Interesse
zugewendet,zugewenden
hat,haben
",",--
und,und
es,es
ist,sein
deshalb,deshalb
eigentlich,eigentlich
recht,recht
überflüssig,überflüssig
",",--
wenn,wenn
der,der
osfiziöse,osfiziös
Telegraph,Telegraph
eine,ein
Information,Information
wieder,wieder
zugeben,zugeben
sieh,Sieh
beeilt,beeilen
",",--
die,der
der,der
hiesige,hiesig
Berichterstatter,Berichterstatter
Der,der
Kopenhagener,Kopenhagener
Politiken,Politiken
von,von
„,--
wohlanterrich-,wohlanterrich
teter,tet
politischer,politisch
S-'te,S-'te
“,--
erhalten,erhalten
hat,haben
",",--
Es,es
heißt,heißen
darin,darin
",",--
daß,daß
die,der
Extlärung,Extlärung
Hertlings,Hertling
zu,zu
der,der
belgi-,belgi-
scheu,scheu
Frage,Frage
von,von
jedem,jeder
Eingeweihten,Eingeweiht
als,als
selbst-,selbst
verständlich,verständlich
beignchtet,beignchten
werden,werden
müsse,müssen
",",--
denn,denn
man,man
brauche,brauchen
nur,nur
daran,daran
zu,zu
erinnern,erinnern
",",--
daß,daß
auch,auch
Beth-,Beth
mann,Mann
Hollweg,Hollweg
schon,schon
Belgien,Belgien
als,als
Faustpfand,Faustpfand
be-,be-
zeichnet,zeichnen
habe,haben
.,--
Deutschland,Deutschland
habe,haben
also,also
immer,immer
mur,mur
beobsichtigt,beobsichtigen
",",--
Belgien,Belgien
als,als
Touschgegenstand,Touschgegenstand
zu,zu
verwerten,verwerten
",",--
und,und
es,es
sei,sein
ausgeschlossen,ausschließen
",",--
daß,daß
wir,wir
Belgien,Belgien
zu,zu
behalten,behalten
wlinschten,wlinschn
.,--
Voraus,Voraus
/,--
ehung,Ehung
für,für
die,der
Serausgabe,Serausgabe
Belgiens,Belgien
sei,sein
jedoch,jedoch
",",--
daß,daß
Deutschlend,deutschlend
seine,sein
überseeihen,überseeih
Kolonien,Kolonie
wieder,wieder
»,--
erhalte,erhalten
",",--
und,und
daß,daß
es,es
eine,ein
ungehinderte,ungehindert
Ve,Ve
:,--
dung,dung
mit,mit
diesen,dieser
Kolonien,Kolonie
herstellen,herstellen
könne,können
.,--
von,von
hänge,hängen
das,der
Schisal,Schisal
Belgiens,Belgien
ab,ab
",",--
=,=
Wie,wie
gesagt,sagen
",",--
wos,wos
hier,hier
dem,der
dänischen,dänisch
Journ.listen,Journ.list
als,als
funkelnogelneue,funkelnogelneu
Weisheit,Weisheit
von,von
„,--
wohlonterrichte-,wohlonterrichte-
ter,ter
zolitischer,zolitisch
Seite,Seite
“,--
gesagt,sagen
worden,werden
cd,cd
das,der
hot,hot
Bethmann,Bethmann
Hollweg,Hollweg
oft,oft
und,und
oft,oft
9,9
;,--
haupt,Haupt
:,--
„,--
wenn,wenn
man,man
heute,heute
das,der
Fo,Fo
;,--
neuesten,neu
Kurses,Kurs
zieht,ziehen
",",--
jo,Jo
1,1
",",--
13,13
mai,Mai
vorlegen,vorlegen
:,--
Warum,warum
in,in
aller,aller
Welt,Welt
eigentich,eigentich
Bethmann,Bethmann
Hollweg,Hollweg
beseit,beseit
:,--
fich,fich
denn,denn
eigentlich,eigentlich
in,in
der,der
Po,Po
?,--
L,L
;,--
Hollweg,Hollweg
geändert,ändern
?,--
ViHts,ViHts
",",--
ever,ev
auh,auh
nichts,nichts
;,--
„,--
wenigsteus,wenigsteus
nichts,nichts
zum,zu
Vesscren,vesscren
.,--
Schlimmeren,schlimmeren
freilich,freilich
allerhand,allerhand
.,--
 , 
Zeder,Zed
Deutsche,deutsche
",",--
der,der
während,während
der,der
lehten,leht
vier,vier
Jahre,Jahr
Zeitungen,Zeitung
geiesen,iesen
hat,haben
",",--
hätte,haben
dem,der
Manne,Manne
der,der
",",--
Politiken,Politik
sagen,sagen
können,können
",",--
was,wer
ihm,ihm
als,als
neueste,neu
politische,politisch
Weisheit,Weisheit
von,von
oben,oben
“,--
x,x
verkündet,verkünden
wurde,werden
",",--
und,und
nicht,nicht
bloß,bloß
jeder,jeder
Deutsche,deutsche
",",--
sondern,sondern
auch,auch
jeder,jeder
Engländer,Engländer
",",--
jeder,jeder
Franzose,Franzose
und,und
jeder,jeder
Jtaliener,Jtaliener
.,--
Denn,denn
daß,daß
an,an
den,der
Stellen,Stelle
",",--
an,an
denen,der
die,der
deutsche,deutsch
Politik,Politik
gemacht,machen
wird,werden
",",--
niemand,niemand
daran,daran
gedacht,denken
hat,haben
",",--
Belgien,Belgien
zu,zu
behalten,behalten
",",--
das,der
wußten,wissen
unsere,unser
Feinde,Feind
längst,längst
genau,genau
so,so
zut,zut
",",--
wie,wie
man,man
es,es
in,in
Deaischland,Deaischland
und,und
in,in
aller,aller
Welt,Welt
wußte,wissen
",",--
und,und
wenn,wenn
fü,fü
uns,uns
hinsichtlich,hinsichtlich
Belgiens,Belgien
allerlei,allerlei
Raubpläne,Raubplan
anz,Anz
»,--
dichtet,dichtet
haben,haben
",",--
so,so
taten,tun
sie,sie
es,es
wider,wider
besseres,besseres
Wissen,Wissen
und,und
lediglich,lediglich
zu,zu
dem,der
Zwe,Zwe
",",--
um,um
in,in
ihren,ihr
Ländern,Land
den,der
Kriegswillen,Kriegswille
wacßzuhalten,wacßzuhaln
und,und
die,der
Kriegoleidenschaft,Kriegoleidenschaft
ouszupeitschen,ouszupeitschen
.,--
Das,der
haben,haben
sie,sie
vöetan,vöetan
und,und
das,der
werden,werden
sie,sie
in,in
Zukunft,Zukunft
tun,tun
",",--
fo,fo
lange,lange
",",--
bis,bis
ihnen,ihnen
auch,auch
die,der
lezte,lezt
Hoffnung,Hoffnung
auf,auf
eine,ein
endgültige,endgültig
Niederlage,Niederlage
Deutschlands,Deutschland
zerstört,zerstören
woc-,woc
den,der
ift,ifen
",",--
 , 
Nach,nach
einem,ein
Reuterbericht,Reuterbericht
verhält,verhalten
sich,sich
die,der
eng-,eng-
sche,sch
Presse,Presse
gegenüber,gegenüber
der,der
Hertlingrede,Hertlingrede
Über,über
Belgien,Belgien
völlig,völlig
ablehnend,ablehnend
.,--
Allgemein,allgemein
wird,werden
er-,er
klärt,klären
",",--
daß,daß
sich,sich
Hertling,Hertling
nur,nur
darum,darum
im,in
Westen,Westen
nachglebiger,nachglebig
zeige,zeigen
",",--
weil,weil
er,er
iw,iw
Osten,Osten
freie,frei
Hand,Hand
haben,haben
wolle,wollen
;,--
aber,aber
Hertlings,Hertling
Absicht,Absicht
sei,sein
in,in
Amerika,Amerika
und,und
in,in
England,England
längst,längst
durchschaut,durchschauen
",",--
und,und
mon,mon
!,--
chne,Chne
 , 
&,&
hier,hier
ab,ab
",",--
Belgien,Belgien
.,--
und,und
die,der
beseßten,beseßt
Gebicte,Gebicte
Frontreihs,Frontreihs
als,als
Fo,Fo
nfand,nfand
gelten,gelten
zu,zu
lassen,lassen
",",--
„,--
So-,So
lang,lang
Deutschland,Deutschland
«,--
.,--
"""",--
4,4
Vester,vester
Frieden,Frieden
auj-,auj
 , 
I,I
],]
Hyptit,Hyptit
ist,sein
",",--
Belgien,Belgien
",",--
Scrbien,Scrbien
und,und
des,der
 , 
Zum,zu
 , 
"""",--
Beseffte,Beseffte
Grbiel,Grbiel
von,von
Frankreis,Frankreis
zu,zu
"1""->""n","1""->""n"
",",--
ist,sein
jedes,jeder
deutsche,deutsch
Friedensangebot,Friedensangebot
ganz,ganz
dedtutungslov,dedtutungslov
",",--
Sertlings,Sertling
neues,neu
Angebot,Angebot
soll,sollen
ihm,ihm
nur,nur
seine,sein
eigene,eigen
Stellung,Stellung
sichern,sichern
",",--
da,da
er,er
Belhmanr,Belhmanr
dollwegs,dollwegs
und,und
Kühlmanns,Kühlmann
Sci,Sci
>,>
fal,fal
teilen,teilen
wird,werden
",",--
wenn,wenn
Deutschland,Deutschland
keinen,kein
baldigen,baldig
Frieden,Frieden
erhält,erhalten
.,--
"""",--
Gs,Gs
schreiben,schreiben
die,der
Daily,Daily
News,News
über,über
Hertlings,Hertling
Exklä-,Exklä
rang,Rang
",",--
dieselbe,derselbe
Daily,Daily
News,News
",",--
die,der
immer,immer
noh,noh
als,als
das,der
verständigste,verständigst
Blatt,Blatt
in,in
der,der
englischen,englisch
Presse,Presse
gilt,gelten
",",--
Andere,anderer
englische,englisch
Pressestimmen,Pressestimme
liegen,liegen
noch,noch
t,t
vor,vor
;,--
aber,aber
nach,nach
den,der
Proben,Probe
",",--
die,der
wir,wir
hier,hier
g7ben,g7ben
haben,haben
",",--
braucht,brauchen
man,man
ouch,Ouch
gar,gar
nicht,nicht
ig,IG
au,au
sein,sein
auf,auf
das,der
Eo,Eo
",",--
das,der
die,der
Hertling,Hertling
»,--
sche,sch
Rede,Rede
i:4,i:4
Ententeblätterwald,Ententeblätterwald
gewet,gewet
hat,haben
",",--
Zu-,Zu
nal,nal
als,als
schon,schon
aus,aus
den,der
Aenßerungen,Aenßerung
der,der
fran-,fran-
3,3
ösischen,ösischen
und,und
der,der
englischen,englisch
Blätter,Blatt
über,über
den,der
4,4
ersten,erster
Teil,Teil
der,der
Hertlingschen,Hertlingschen
Rede,Rede
deutlich,deutlich
her-,her
vorgeht,vorgehen
",",--
daß,daß
man,man
auf,auf
seiten,Seite
der,der
Entente,Entente
nicht,nicht
im,in
entserntefren,entserntefren
daran,daran
denkt,denken
",",--
auch,auch
nur,nur
ein,ein
Tüttelchen,Tüttelchen
von,von
dem,der
gegen,gegen
Deutschland,Deutschland
gerichteten,gerichtet
Kriegs,Krieg
»,--
und,und
Ver,Ver
:,--
Stungswillen,Stungswille
vreiszug6en,vreiszug6en
",",--
der,der
noch,noch
die,der
Seelen,Seele
der,der
Ententevölker,Ententevölker
erfüllt,erfüllen
",",--
Der,der
Cle,Cle
»,--
menerausche,menerausch
Homme,Homm
Libre,Libre
liest,lesen
aus,aus
Herk,Herk
»,--
j,j
5,5
Rede,Rede
nichts,nichts
weiter,weiter
heraus,heraus
",",--
als,als
das,der
tiefe,tief
4,4
Bedürfnis,Bedürfnis
des,der
Reichskanzlers,Reichskanzler
",",--
dessen,der
Tage,Tag
ge,ge
»,--
zählt,zählen
seien,sein
",",--
na,na
<,<
Frieden,Frieden
.,--
Sämtliche,sämtlicher
Blätter,Blatt
",",--
jo,jo
heißt,heißen
es,es
in,in
einer,ein
von,von
Havas,Havas
verbreiteten,verbreitet
Presseitbersicht,Presseitbersicht
",",--
sehen,sehen
in,in
dem,der
Vorschlag,Vorschlag
Hertlings,Hertling
",",--
twaige,twaig
Friedensvorschläge,Friedensvorschlag
zunächst,zunächst
in,in
einem,ein
kleinen,klein
Kreise,Kreis
von,von
Staatsmännern,Staatsmänner
zu,zu
erörtern,erörtern
",",--
nichts,nichts
weiter,weiter
als,als
eine,ein
Falle,Falle
.,--
In,in
diese,dieser
Falle,Fall
wilt,wilen
»,--
den,der
die,der
Völker,Volk
",",--
die,der
fich,fich
zur,zu
Verteidigung,Verteidigung
des,der
Rechtes,Recht
erhoben,erheben
haben,haben
",",--
niemals,niemals
hineingehen,hineingehen
.,--
„,--
Wenn,wenn
die,der
Alliierten,alliierter
",",--
“,--
so,so
schreibt,schreiben
die,der
sozialdemo-,sozialdemo
»,--
Iratische,iratisch
Humanite,Humanite
",",--
„,--
in,in
Verhandlungen,Verhandlung
in,in
kleinem,klein
Kreis,Kreis
eintreten,eintreten
würden,werden
",",--
wozu,wozu
Graf,Graf
Sertling,Sertling
sie,sie
mit,mit
Zustimmung,Zustimmung
Ludendorfss,Ludendorfss
auf-,auf
fordert,fordern
",",--
jo,jo
würden,werden
sie,sie
sich,sich
sehr,sehr
schnell,schnell
unter,unter
dem,der
Drue,Drue
eines,ein
Brest-Litowsker,Brest-Litowsker
Friedens,Frieden
befinden,befinden
;,--
ober,Ober
ein,ein
gerechter,gerecht
und,und
dauerhafter,dauerhaft
Frieden,Frieden
sei,sein
ganz,ganz
etwas,etwas
anderes,anderer
.,--
Lanterne,Lanterne
fragt,fragen
",",--
ob,ob
Clemenceau,Clemenceau
recht,Recht
have,have
",",--
zu,zu
sagen,sagen
",",--
die,der
Deutschen,deutsch
Jeien,Jeie
nicht,nicht
so,so
stark,stark
",",--
wie,wie
man,man
alaube,alauben
.,--
Unter,unter
diesen,dieser
Umständen,Umstand
fei,fei
es,es
offenbar,offenbar
",",--
daß,daß
der,der
Kanzler,Kanzler
1:6verweise,1:6verweise
so,so
große,groß
Furcht,Furcht
verrate,verraten
und,und
nicht,nicht
vor,vor
den,der
Völkern,Volk
verhandeln,verhandeln
wolle,wollen
.,--
Journal,Journal
faßt,fassen
die,der
Angelogenheit,Angelogenheit
als,als
ein,ein
von,von
den,der
All-,All
veutschen,veutsch
abgegebenes,abgegeben
offenss,offenss
Eingeständnis,Eingeständnis
ihrer,ihr
Ohnmacht,Ohnmacht
auf,auf
.,--
Diese,dieser
erwarteten,erwarten
nun,nun
von,von
der,der
Hinterlist,Hinterlist
der,der
Verhaadlungen,Verhaadlung
einen,ein
guten,gut
deut,deuen
»,--
sehen,sehen
Frieden,Frieden
",",--
Sie,sie
stellten,stellen
jezt,jezt
die,der
Lösung,Lösung
durch,durch
die,der
Gewalt,Gewalt
teiseite,teiseit
und,und
|immten,|immt
der,der
beiderseiti-,beiderseiti-
gen,gen
Besprechung,Besprechung
zu,zu
.,--
Das,der
Blatt,Blatt
fülgt,fülgen
hinzu,hinzu
:,--
Eben,eben
weil,weil
sie,sie
das,der
unbodingte,unbodingt
Vertrauen,vertrauen
hat,haben
",",--
eines,ein
Tages,Tag
den,der
Frioden,Friode
diktieren,diktieren
zu,zu
nnen,nnen
",",--
lehnt,lehnen
es,es
die,der
Entente,Entente
hartnä,hartnä
>,>
ig,IG
ab,ab
",",--
ihn,ihn
zu,zu
erörtern,erörtern
.,--
Der,der
deutsche,deutsch
Generalstab,Generalstab
ist,sein
troß,troß
seiner,sein
Sieo,Sieo
*,*
der,der
Zu-,Zu
zunft,Zunft
weniger,weniger
sicher,sicher
.,--
Matin,Matin
stellt,stellen
greichfalls,greichfalls
Test,Test
",",--
daß,daß
der,der
Kanzler,Kanzler
viel,viel
vom,von
Standhalten,Standhalt
und,und
Durchhalten,Durchhalte
",",--
aber,aber
nichts,nichts
mehr,mehr
vom,von
Siegen,siegen
gs,gs
»,--
Fpro,Fpro
?,--
habe,haben
",",--
 , 
>,>
Mio,mio
arit,Arit
einem,ein
Wort,Wort
:,--
Nichts,nichts
von,von
Ver-,Ver
handlungen,handlungen
",",--
nich,nich
!,--
s,s
