Token,Lemma
Der,der
frühere,früh
Marineminister,Marineminister
schreibt,schreiben
:,--
Kein,kein
anderer,anderer
Staat,Staat
in,in
der,der
Welt,Welt
en,en
Lage,Lage
wie,wie
Großbritan,Großbritan
!,--
rheit,Rheit
vor,vor
einem,ein
Ucberfall,Ucberfall
",",--
u,u
:,--
Frei,frei
User,User
atis,atis
ret,ret
jegtiive,jegtiiv
Mesnahen,Mesnahe
",",--
Es,es
d,d
:,--
c,c
zir,zir
unsere,unser
Existenz,Existenz
als,als
unabhängiges,unabhängig
Volk,Volk
ausrecht,ausrecht
erhalten,erhalten
",",--
unsere,unser
Einheit,Einheit
als,als
Reich,Reich
",",--
alles,alle
dies,dieser
beruht,beruhen
von,von
Stunde,Stunde
zu,zu
Etunde,Etund
auf,auf
unserer,unser
Verteidigung,Verteidigung
zur,zu
Sie,sie
.,--
Wir,wir
haben,haben
dos,dos
et,et
",",--
von,von
allen,aller
anderen,anderer
Nationen,Nation
",",--
gleichviel,gleichviel
oö,oö
befreundet,befreundet
",",--
feindlich,feindlich
oder,oder
neutral,neutral
",",--
rkenn,rkenn
;,--
ng,ng
dieser,dieser
wir,wir
berechtigt,berechtigen
zu,zu
erklären,erklären
",",--
",",--
welce,welce
wir,wir
in,in
An,an
«,--
 , 
Aber,aber
wir,wir
müssen,müssen
m,m
erkären,erkären
",",--
daß,daß
des,der
“,--
Bitterbund,Bitterbund
H,H
uns,uns
Vn,Vn
Erfah,Erfah
für,für
die,der
deitfehe,deitfeh
Seemacht,Seemacht
in,in
absehbarer,absehbar
Zeit,Zeit
sein,sein
kann,können
.,--
“,--
Wir,wir
möchten,möchten
davor,davor
warnen,warnen
",",--
auf,auf
die,der
EntwieS,EntwieS
lung,lung
diess,diess
Gegensaßes,Gegensaßes
zwischen,zwischen
Amerika,Amerika
aaß,aaß
England,England
voreilige,voreilig
Sckfnung,Sckfnung
:,--
n,n
seen,seen
",",--
dean,Dean
zx,zx
wird,werden
Überbrüct,Überbrüct
werden,werden
",",--
und,und
im,in
Interesse,Interesse
der,der
Menschheit,Menschheit
ist,sein
das,der
auch,auch
zu,zu
wünschen,wünschen
.,--
Aber,aber
wum,wum
wir,wir
erft,erft
einmal,einmal
den,der
Eparta,Eparta
?,--
us-Cpektakel,us-Cpektakel
los,los
fsin,fsin
werden,werden
und,und
wieder,wieder
an,an
unsere,unser
so,so
bedrod,bedrod
!,--
iche,ich
äußere,äußerer
Lag,Lag
?,--
denken,denken
können,können
",",--
wird,werden
unsere,unser
ayswäriige,ayswäriig
Politik,Politik
diese,dieser
Entwieelung,Entwieelung
sehr,sehr
deohien,deohien
und,und
vielleicht,vielleicht
nicht,nicht
ohne,ohne
Nußen,Nuß
vers,Ver
/,--
olgen,olgen
müssen,müssen
.,--
 , 
Staalssefretär,Staalssefretär
Stiffer,Stiffer
über,über
Finanzpolitik,Finanzpolitik
.,--
 , 
Das,der
neue,neu
Steuerpogramm,Steuerpogramm
.,--
 , 
In,in
einer,ein
vom,von
Intustrie-,Intustrie
und,und
Handelstag,Handelstag
eim,eim
berufenen,berufen
Versammlung,Versammlung
sprach,sprechen
gestern,gestern
Saale,Saale
eder,ed
Handelskammer,Handelskammer
der,der
Staatssekretär,Staatssekretär
des,der
Reichsschaßamtes,Reichsschaßamt
Dr.,Dr.
Schisser,Schisser
über,über
dis,dis
Finanzpolitik,Finanzpolitik
im,in
neuen,neu
Deuts,Deuts
land,Land
.,--
Er,er
betonte,betonen
einleitend,einleitend
",",--
daß,daß
es,es
not,not
:,--
sei,sein
",",--
in,in
voller,voll
Rückhaltlofigkeit,Rückhaltlofigkeit
und,und
Offenheit,Offenheit
sprechen,sprechen
",",--
Denn,denn
wenn,wenn
es,es
it,--
 , 
wie,wie
sie,sie
Rnd,Rnd
.,--
ias,ias
est,est
sehen,sehen
",",--
um,um
wilt,wilen
fertig,fertig
zu,zu
werden,werden
.,--
I,I
<,<
will,wollen
nur,nur
die,der
naten,nat
Tab,Tab
»,--
fachen,fach
feststellen,Feststelle
",",--
politische,politisch
Schlüsse,Schluß
zu,zu
ziehen,ziehen
ist,sein
nicht,nicht
meines,mein
Amtes,Amt
:,--
Wie,wie
ist,sein
die,der
Finanglagef,Finanglagef
Unübersehbar,Unübersehbar
!,--
Der,der
Steuerbedarf,Steuerbedarf
des,der
Reis,Reis
der,der
Einzelstaaten,Einzelstaat
",",--
Gemeinden,Gemeinde
betrug,betragen
im,in
Feieden,Feiede
fünf,fünf
Milliarden,Milliarde
",",--
bis,bis
zum,zu
Oktober,Oktober
hatten,haben
wir,wir
ihn,ihn
=,=
>,>
unter,unter
anderen,anderer
Verhältnissen,Verhältnis
als,als
jeht,jehen
=,=
>,>
<,<
net,net
",",--
Aber,aber
diese,dieser
ganze,ganz
Wir,wir
kennen,kennen
nicht,nicht
",",--
eb,eb
NEE,NEE
uns,uns
ais,ais
den,der
Schnidner,Schnidner
der,der
Forde,Forde
»,--
wir,wir
gegenüberstehen,gegenüberstehen
werden,werden
.,--
nicht,nicht
",",--
wie,wie
das,der
Reich,Reich
aussehen,aussehen
3.,3.
welche,welcher
staa1srechtlichen,staa1srechtlich
einzelnen,einzeln
Teilea,Teilea
seln,seln
&,&
aftlichen,Aftliche
und,und
handels-,handels-
sich,sich
gestalten,gestalten
werden,werden
.,--
 , 
en,en
URS,URS
erbrechen,erbrechen
",",--
ictschafts-,ictschafts-
nd,nd
gelang,gelingen
!,--
EICH,eICH
je,je
oni,oni
 , 
aiser,Aiser
",",--
soge,Sog
 , 
ie,ie
Republit,Republit
Ihr,ihr
Recht,Recht
 , 
unser,unser
Kredit,Kredit
im,in
Inland,Inland
und,und
Aus-,Aus
land,Land
",",--
dea,Dea
wir,wir
braven,braven
",",--
um,um
das,der
Shwung.ad,Shwung.ad
im,in
Gang,Gang
zu,zu
erhalten,erhalten
",",--
 , 
nie,nie
Nohftoffe,Nohftoff
und,und
Nahrungsmittel,Nahrungsmittel
zu,zu
*,*
erhalten,erhalten
",",--
 , 
wiedero,Wiedero
*,*
wird,werden
.,--
Ohne,ohne
diesen,dieser
Kredit,Kredit
ist,sein
es,es
v,v
mi,mi
die,der
Finanzierung,Finanzierung
des,der
Reiches,Reich
in,in
geordnete,geordnet
Bahnen,Bahn
zu,zu
bringen,bringen
",",--
Anh,Anh
der,der
wohl,wohl
»,--
wollendste,wollend
Beurteiler,Beurteiler
wird,werden
nicht,nicht
fegen,fegen
können,können
",",--
 , 
ß,ß
wir,wir
in,in
einer,ein
Periode,Periode
der,der
Sparfamkeit,Sparfamkeit
 , 
leben,leben
.,--
Ze,Ze
),--
Tritisiere,Tritisier
nicht,nicht
",",--
ra,Ra
stelle,stellen
aur,aur
fest,fest
",",--
daß,daß
das,der
venue,venue
Negierungssof,Negierungssof
wur,wur
arbeitet,arbeiten
.,--
Nicht,nicht
daß,daß
etwa,etwa
in,in
die,der
iE,iE
 , 
Tasche,Tasche
gearbeitet,arbeiten
wird,werden
",",--
aber,aber
daß,daß
in,in
dieser,dieser
Zeit,Zeit
weit,weit
übe,übe
 , 
lion,Lion
durch,durch
Vese,Vese
auf,auf
nicht,nicht
ordnungsmäßi,ordnungsmäßi
",",--
 , 
geronnen,geronnen
ist,sein
.,--
Vie,Vie
immer,immer
ist,sein
 , 
in,in
unverantwortlicher,unverantwortlich
aM,aM
na,na
",",--
daß,daß
eigentum,eigentum
EN,EN
"""",--
geplündert,plündern
",",--
zerstreut,zerstreuen
wordne,Wordne
ist,sein
.,--
 , 
Der,der
zweite,zweiter
Punkt,Punkt
ist,sein
die,der
Arbeit,Arbeit
",",--
Es,es
besteht,bestehen
ein,ein
unerträgliches,unerträglich
Mißverhältnis,Mißverhältnis
zwi,zwi
Im,in
dem,der
usemmenbrirgen,Usemmenbrirge
von,von
Arbeit,Arbeit
und,und
ier,ier
in,in
Derlin,Derlin
ein,ein
wachsendes,wachsend
Heer,Heer
23,23
 , 
rbeitslosen,rbeitslosen
und,und
dos,dos
flaches,flach
Latd,Latd
",",--
eber,Eber
auch,auch
die,der
Industrie,Industrie
in,in
nächster,nächster
Nähe,Nähe
Verlins,Verlins
 , 
fchreit,Fchreit
nach,nach
Urbeitern,Urbeiter
.,--
 , 
„,--
darf,dürfen
nicht,nicht
Broß,Broß
lien,lien
",",--
4,4
:,--
','
*,*
d,d
die,der
Arleitslofigkeit,Arleitslofigkeit
verstärkt,verstärken
",",--
EN,EN
die,der
Arbeitgeber,Arbeitgeber
find,find
nit,nit
jo,jo
an,an
der,der
Sers,Sers
 , 
X,X
ii,ii
 , 
ftellung,Ftellung
nationalen,national
 , 
',--
 , 
k,k
H,H
[,[
4,4
[,[
4,4
],]
 , 
Krieitgeber,Krieitgeber
denken,denken
au,au
die,der
Einst,Einst
der,der
Bes,Bes
De,De
Bee,Bee
",",--
Git,Git
E13,E13
eit,eit
4,4
12,12
SEIEN,SEIEN
EEE,EEE
c=,c=
 , 
ZE,ZE
IEE,IEE
een,een
eie,ei
Beten,Bet
7,7
 , 
At,At
bewirken,bewirken
",",--
Es,es
ist,sein
tief,tief
vedanerlich,vedanerlich
",",--
wenn,wenn
das,der
Ausland,Ausland
die,der
eng,eng
wars,wars
ch,ch
mine,min
Großbanken,Großbank
mit,mit
Miß-,Miß
trauen,trauen
nd,nd
ihnen,ihnen
den,der
Kredit,Kredit
versagt,versagen
.,--
Unsere,unser
Balutn,Balutn
sinkt,sinken
",",--
weil,weil
der,der
Ver-,Ver
«,--
dacht,dacht
besteht,bestehen
",",--
daß,daß
 , 
oelohezs,oelohezs
geen,geen
wind,wind
",",--
as,as
rat,rat
di,di
Grfe,Grfe
 , 
ea,ea
Nd,Nd
an,an
Mg,Mg
EEE,EEE
dere,dere
Friedensbedine,Friedensbedin
 , 
gen,gen
befommen,befommen
können,können
",",--
u,u
ere,ere
Fei1de,Fei1de
den,der
 , 
fine,fin
ien,ien
L-,L-
2,2
LI,LI
",",--
Cg,Cg
",",--
vie,vie
!,--
„,--
vs,vs
u,u
[,[
rf,Rf
nd,nd
das,der
",",--
d,d
 , 
den,der
;,--
RE,RE
ee,ee
deE,deE
NOTH,NOTH
 , 
der,der
Finan,Finan
;,--
fred,Fred
bedarf,bedürfen
auch,auch
eines,ein
moralt-,moralt-
Me,Me
:,--
eher,eher
fn,fn
eff,eff
rhe,rhe
ohne,ohne
Gess,Gess
mäßiakeit,mäßiakeit
betommt,betommen
.,--
(,--
an,an
Land,Land
Kredit,Kredit
.,--
Es,es
Es,es
wenn,wenn
wir,wir
Kredit,Kredit
haben,haben
wollen,wollen
",",--
Ordnung,Ordnung
",",--
 , 
Mecht,Mecht
»,--
und,und
Gesetz,Gesetz
wieder,wieder
[,[
gese,Gese
zern,zern
",",--
(,--
Raue,Raue
Zustimmung,Zustimmung
),--
Iedenfells,Iedenfells
konn,konn
unfete,unfet
Finanz,Finanz
wfetschaft,wfetschaft
ein,ein
langes,lang
Proosforium,Proosforium
nicht,nicht
vertrogen,vertrogen
.,--
 , 
Mesonigen,Mesonig
",",--
die,der
haben,haben
die,der
licht,Licht
",",--
alles,alle
zu,zu
tun,tun
",",--
um,um
",",--
fobald,Fobald
wie,wie
708,708
geordnete,geordnet
Zustände,Zustand
beizuführen,beizuführen
.,--
 , 
(,--
Lebh,Lebh
.,--
Beifall,Beifall
.,--
),--
We,we
solcher,solcher
Grundlage,Grundlage
läßt,lassen
fic,fic
ein,ein
Steuerprogramm,Steuerprogramm
nicht,nicht
entwideln,entwideln
.,--
Deohalb,deohalb
kann,können
ich,ich
auch,auch
nur,nur
einige,einiger
Ideen,Idee
vor-,vor
tragen,tragen
.,--
Das,der
direkte,direkt
Steuersystem,Steuersystem
wird,werden
in,in
un-,un
gechntem,gechnt
Maße,Maß
ausgebaut,ausbauen
werden,werden
",",--
es,es
wird,werden
einen,ein
antiplutxtratischen,antiplutxtratisch
Charokier,Charokier
trogen,trogen
.,--
Die,der
Zeit,Zeit
des,der
mneingeschränkten,mneingeschränkt
Genießens,Genießen
roßer,roß
Vermögen,Vermögen
ist,sein
für,für
immer,immer
„,--
dahin,dahin
",",--
Die,der
sha,sha
scharfe,scharf
Erfassung,Erfassung
von,von
Cirkommen,Cirkommen
und,und
Vermögen,Vermögen
wird,werden
auch,auch
cine,Cine
Senkung,Senkung
der,der
Kaufpreise,Kaufpreis
herbei-,herbei-
führen,führen
.,--
Unser,unser
Wir'schoftsleden,Wir'schoftsleden
wird,werden
mit,mit
den,der
Dingen,Ding
fertio,fertio
werden,werden
",",--
wenn,wenn
es,es
weiß,wissen
",",--
woran,woran
es,es
ist,sein
.,--
Der,der
deutsche,deutsch
Kaufmann,Kaufmann
muß,müssen
kalkulieren,kalkulieren
(,--
4,4
gen,gen
",",--
Alerdinas,Alerdina
muß,müssen
gewartet,warten
werden,werden
",",--
bis,bis
die,der
ionalverfammlung,Ionalverfammlung
r,r
wahr,wahr
!,--
),--
Eine,ein
 , 
