Token,Lemma
zähem,zäh
Wider,Wider
»,--
stand,stehen
",",--
hinter,hinter
Abschnitten,Abschnitt
und,und
auf,auf
Höhen,Höhe
fich,fich
fest-,fest
 , 
end,end
",",--
haben,haben
sie,sie
dem,der
Feinde,Feind
den,der
leichten,leicht
Trfolg,Trfolg
",",--
verwehrt,verwehren
.,--
Oft,oft
ohne,ohne
alle,aller
Nachrjehten,Nachrjeht
",",--
in,in
Unkenntnis,Unkenntnis
der,der
Lage,Lage
",",--
im,in
schwierigsten,schwierig
",",--
unreg-,unreg-
samen,sam
Gelände,Gelände
haben,haben
Führer,Führer
und,und
Truppe,Truppe
ge-,ge
zeigt,zeigen
",",--
daß,daß
deutsche,deutsch
Soldaten,Soldat
anßh,anßh
in,in
der,der
rerzweifeltsten,rerzweifeltst
Lage,Lage
niccht,niccht
mutlos,mutlos
werden,werden
",",--
daß,daß
das,der
Vertrauen,vertrauen
zwischen,zwischen
Führer,Führer
und,und
Teuppe,Teuppe
nicht,nicht
zu,zu
untergraben,untergraben
",",--
deutsche,deutsch
Disziplin,Disziplin
nicht,nicht
zu,zu
erschüttern,erschüttern
ist,sein
!,--
 , 
Allen,Allen
",",--
die,der
in,in
diesen,dieser
iezhun,iezhun
Wochen,Woche
gekämpft,kämpfen
und,und
geblutet,bluten
",",--
aehungert,aehungeren
und,und
gedurstet,dursten
und,und
dh,dh
 , 
rschütterlicer,rschütterlicer
Treue,Treue
ihr-,ihr
Pflicht,Pflicht
getan,tun
i,i
<,<
meinea,meinea
wärmsten,wärmst
Dank,Dank
und,und
meine,mein
vo!'ffe,vo!'ffe
Anerkennung,Anerkennung
aus,aus
.,--
Mein,mein
Dank,Dank
und,und
meine,mein
Anerkennung,Anerkennung
gilt,gelten
ganz,ganz
besonders,besonders
auh,auh
den,der
bewährten,bewährt
deutschen,deutsch
Führern,Führer
und,und
Stäben,Stäb
.,--
 , 
Der,der
Oberbeschlshaber,Oberbeschlshaber
von,von
Scholth,Scholth
",",--
Gv,Gv
nmezal,Nmezal
der,der
Artislerio,Artislerio
.,--
 , 
Seine,sein
amtliche,amtlich
Aeußerung,Aeußerung
aus,aus
Loudon,Loudon
.,--
Teleg,Teleg
:,--
nohifcher,nohifch
Beritt,Beritt
",",--
London,London
",",--
7.,7.
Oktober,Oktober
.,--
Das,der
Nentersche,Nentersche
Büro,Büro
wurde,werden
gestern,gestern
am,an
späten,spät
Abend,Abend
emflih,emflih
versöändigt,versöändigen
",",--
daß,daß
die,der
Königliche,Königliche
Regierung,Regierung
",",--
solange,solange
die,der
Vorschläge,Vorschlag
der,der
dentschen,dentsch
Negierung,Negierung
",",--
die,der
jeht,jehen
",",--
wie,wie
pan,pan
qiaube,Qiaube
",",--
unterwegs,unterwegs
feien,feien
",",--
nicht,nicht
eingetroffen,eintreffen
jeien,jeien
",",--
keine,kein
amtliche,amtlich
Keuntuls,Keuntul
vou,vou
ihnen,ihnen
besiße,besißen
.,--
Unier,Unier
diesen,dieser
Um,um
»,--
ständen,stehen
habe,haben
es,es
keine,kein
»,--
Zweek,Zweek
",",--
daß,daß
diz,diz
2änfoliche,2änfolich
Regfermg,Regfermg
einen,ein
Kom,Kom
“,--
 , 
“,--
>,>
-,--
dazu,dazu
gebe,geben
.,--
Eine,ein
»,--
wüsse,wüsse
votwendigere,votwendigeren
9,9
/,/
3,3
der,der
Charokjer,Charokjer
der,der
Vorschläge,Vorschlag
ewilich,ewilich
dada,dada
»,--
!,--
jei,jei
.,--
 , 
A,--
EEE,EEE
EL,EL
EAI,EAI
),--
 , 
Fatierdamar,Fatierdamar
8,8
Bante,Bant
33,33
",",--
Tatenbiere,Tatenbiere
 , 
Das,der
ECcho,ECcho
unseres,unser
Friedensrtufes,Friedensrtuf
.,--
 , 
Unfreundlich,Unfreundlich
und,und
mißtönend,mißtönend
.,--
 , 
Einem,ein
Londoner,Londoner
Telegramm,Telegramm
zufolge,zufolge
wurde,werden
das,der
Reutersche,reutersch
Telegraphen-Büro,Telegraphen-Büro
am,an
Gonataa,Gonataa
abend,abend
amtlich,amtlich
davon,davon
verständigt,verständigen
",",--
daß,daß
die,der
engli,engli
sche,sch
Regierung,Regierung
",",--
so,so
lange,lange
die,der
Vorschläge,Vorschlag
der,der
deut-,deut
schen,sch
Negierung,Negierung
",",--
die,der
jeß,jeß
!,--
",",--
rie,rie
man,man
glaube,glauben
",",--
unter-,unter-
wegs,wegs
sind,sein
",",--
nicht,nicht
eingetroffen,eintreffen
seien,sein
",",--
keine,kein
amtliche,amtlich
Kenninis,Kenninis
von,von
ihnen,ihnen
besike,Besike
.,--
Unter,unter
diesen,dieser
Um,um
«,--
ständen,stehen
habe,haben
es,es
keinen,kein
Zwei,zwei
",",--
daß,daß
die,der
königliche,königlich
Regierung,Regierung
einen,ein
Kommentar,Kommentar
dazu,dazu
gebe,geben
.,--
Eine,ein
amtliche,amtlich
Meinungsäußerung,Meinungsäußerung
müsse,müssen
notwendiger-,notwendiger-
weise,Weise
verschoben,verschieben
we,we
:,--
den,der
",",--
bis,bis
der,der
Charakter,Charakter
der,der
Vorschläge,Vorschlag
amtlich,amtlich
bekannt,bekannt
sei,sein
.,--
 , 
Auch,auch
aus,aus
Frankzzich,Frankzzich
liegt,liegen
bereits,bereits
eine,ein
halb-,halb-
amtliche,amtlich
Kundgebung,Kundgebung
der,der
Regierung,Regierung
zv,zv
dem,der
Friedensschritt,Friedensschritt
der,der
Zentralmächte,Zentralmächt
vor,vor
.,--
Die,der
offi,offi
»,--
aiöse,aiös
Agence,Agence
Havas,Havas
bezeichnet,bezeichnen
diesen,dieser
Schritt,Schritt
kurz-,kurz
weg,Weg
als,als
ein,ein
abgekartetes,abgekartet
Manöuer,Manöuer
zwischen,zwischen
den,der
Mittelmächten,Mittelmächten
.,--
und,und
als,als
einen,ein
Teil,Teil
des,der
ganzen,ganz
vongeschenen,vongeschen
Planes,Plan
der,der
Frigdenaoffenfine,Frigdenaoffenfin
.,--
Die,der
Kongo,Kongo
Hangs,Hangs
ji,ji
...,--
-,--
 , 
Obgleich,obgleich
",",--
die,der
französische,französisch
Regterung,Regterung
no,no
Stefflung,Stefflung
genommen,nehmen
hat,haben
",",--
kann,können
Wi,Wi
nine,nine
woraus,Woraus
ien,ien
.,--
weihe,Weihe
Anfor,Anfor
 , 
vent,vent
„,--
wird,werden
.,--
Unter,unter
+,+
m,m
kann,können
die,der
Antwort,Antwort
nur,nur
in,in
einem,ein
 , 
|,|
indem,indem
sie,sie
sich,sich
bereit,bereit
erklären,erklären
",",--
eine,ein
Eis,Eis
 , 
ärterung,Ärterung
anzunehmen,annehmen
auf,auf
der,der
Grundlage,Grundlage
",",--
die,der
 , 
in,in
"""",--
so,so
beredten,beredt
Worten,Wort
niedergelegt,niederlegen
hol,hol
.,--
ber,ber
.,--
Wilson,Wilson
hat,haben
selbst,selbst
im,in
voraus,voraus
auf,auf
die,der
DEL,DEL
UTHLTEN,UTHLTEN
Bitten,Bitte
geantwortet,antworten
",",--
als,als
er,er
am,an
27.,27.
September,September
1918,1918
im,in
Einverständnis,Einverständnis
mit,mit
den,der
Alliierte,Alliierte
«,--
es,es
aussprach,aussprechen
",",--
daß,daß
kein,kein
 , 
Friede,Friede
mit,mit
mange,mang
und,und
Kompromissen,Kompromiß
erreicht,erreichen
 , 
werden,werden
könne,können
",",--
daß,daß
jeder,jeder
Sieg,Sieg
der,der
 , 
Alliierten,alliierter
über,über
Deutscchland,Deutscchland
die,der
 , 
Völker,Volk
dem,der
Frieden,Frieden
räher,räh
bringe,bringen
",",--
allen,aller
Vsl-,Vsl
 , 
kern,kern
Sicheheit,Sicheheit
gebe,geben
und,und
für,für
immer,immer
die,der
Wieder-,Wieder
kehr,Kehr
einc3,einc3
so,so
unversöhnlihen,unversöhnlihen
Ringens,Ringens
unög-,unög-
liH,liH
machen,machen
werde,werden
",",--
und,und
daß,daß
die,der
Welt,Welt
den,der
 , 
Endsieg'der,Endsieg'der
Gerechtigkeit,Gerechtigkeit
undder,undd
 , 
Aufrichtigkeit,Aufrichtigkeit
welle,wellen
.,--
D'e,D'e
einzige,einzig
Ant-,Ant
 , 
wort,Wort
",",--
die,der
das,der
Friedensangebot,Friedensangebot
der,der
Mittel,Mittel
»,--
 , 
mädte,mädte
verdient,verdienen
",",--
ist,sein
die,der
unserer,unser
Vorfahren,Vorfahre
im,in
 , 
Konvent,Konvent
:,--
„,--
Man,man
verhandelt,verhandeln
nicht,nicht
mit,mit
 , 
dem,der
Feindeaufdem,Feindeaufder
Boden,Boden
des,der
be,be
»,--
 , 
fekten,fekt
Vaterlandes,Vaterland
“,--
 , 
Was,was
das,der
Echho,Echho
anlangt,anlangen
",",--
das,der
unsere,unser
und,und
un,UN
»,--
ferer,fer
Verbündeten,verbündeter
Friedensrufe,Friedensrufe
im,in
feindlichen,feindlich
Blötterwald,Blötterwald
geweckt,wecken
haben,haben
",",--
so,so
ift,ifen
zu,zu
sagen,sagen
",",--
daß,daß
dieses,dieser
Echhs,Echhs
dur&aus,dur&aus
unfreundlich,unfreundlich
und,und
miß-,miß-
tönend,tönend
flingt,flingen
.,--
Fast,fast
allenthalben,allenthalben
niet,naten
nur,nur
schroffe,schroff
Ab.ehnung,Ab.ehnung
",",--
sondern,sondern
auch,auch
wilde,wild
Drohun-,Drohun
gen,gen
",",--
höhnische,höhnisch
und,und
giftige,giftig
Phrasen,Phrase
",",--
grobe,grob
Be-,Be
leidigungen,leidigung
und,und
Beschimpfungen,Beschimpfung
.,--
Man,man
tröste,tröste
fich,fich
nicht,nicht
damit,damit
",",--
doß,doß
es,es
ja,ja
nur,nur
die,der
feindliche,feindlich
Presse,Presse
ist,sein
",",--
die,der
ih,ih
einer,ein
s-,s-
Hen,Hen
Sprache,Sprache
bedient,bedienen
",",--
und,und
man,man
täusche,täuschen
sich,sich
nicht,nicht
über,über
den,der
Exnst,Exnst
der,der
Lage,Lage
hinweg,hinweg
",",--
indem,indem
man,man
fich,fich
vorredet,vorreden
",",--
daß,daß
die,der
verentwortlihen,verentwortlih
Regierungen,Regierung
am,an
Ende,Ende
dod,dod
),--
anders,anders
jprehßen,jprehßen
werden,werden
als,als
heute,heute
die,der
un,UN
«,--
verantworilicn,verantworilicn
Vressestimmen,Vressestimmen
.,--
Das,der
hat,haben
man,man
au,au
<,<
gefogt,gefogt
",",--
als,als
auf,auf
unfer,unf
Friedensangebot,Friedensangebot
vom,von
Dezember,Dezember
1916,1916
und,und
auf,auf
unsers,unsers
Friedenzresolu-,Friedenzresolu
tion,Tion
vom,von
Zuli,Zuli
1917,1917
ouf,ouf
der,der
Gtolle,Gtolle
von,von
der,der
feindlichen,feindlich
Preise,Preis
mit,mit
Worten,Wort
des,der
Hohnes,Hohn
und,und
des,der
Schimpfes,Schimpf
geantwortet,antworten
wurde,werden
",",--
aber,aber
es,es
hat,haben
sch,--
jedesmal,jedesmal
herau3gestellt,herau3stellen
",",--
daß,daß
die,der
Sprecht,Sprecht
der,der
Presse,Presse
durchaus,durchaus
im,in
Einflag,Einflag
ftand,ftand
mit,mit
der,der
Gprache,Gprache
",",--
die,der
naehher,naehh
die,der
feindlichen,feindlich
Regierungen,Regierung
gesprochen,sprechen
habn,Habn
",",--
und,und
daß,daß
die,der
Presse,Presse
von,von
Anfang,Anfang
an,an
volkommen,volkommen
im,in
Einver-,Einver
stärrhnis,stärrhnis
mit,mit
ihrea,Ihrea
Regierungen,Regierung
aehandelt,aehandelt
hat,haben
",",--
jo,jo
wahrschein,wahrschein
:,--
ich,ich
sogar,sogar
axf,axf
Anweisung,Anweisung
ihrer,ihr
Re-,Re
derungen,derungen
.,--
 , 
Wir,wir
unsererseits,unsererseits
wartet,warten
nach,nach
wie,wie
vor,vor
",",--
ohne,ohne
uns,uns
irgendwelchen,irgendwelcher
Selbsttämschungen,Selbsttämschung
öinzugeben,öinzugeben
und,und
ohne,ohne
uns,uns
rofenrote,rofenrot
Hoffnungsbilder,Hoffnungsbilder
vorzu-,vorzu-
goufeln,goufeln
",",--
mit,mit
ruhigem,ruhig
Ernst,Ernst
die,der
Antworten,Antwort
der,der
feindlichen,feindlich
Regierungen,Regierung
eb,eb
fn,fn
der,der
Gewißheit,Gewißheit
",",--
Saß,Saß
des,der
dautiche,dautich
Doit,Doit
zu,zu
hundeln,hundeln
verstehen,verstehen
 , 
wird,werden
",",--
wie,wie
es,es
seiner,sein
Ehre,Ehre
und,und
seiner,sein
Würde,Würde
er,er
fvricht,fvrichen
",",--
wenn,wenn
ie,ie
.,--
Feinde,Feind
auch,auch
jezt,jezt
wieder,wieder
unser,unser
Friedensanerbieten,Friedensanerbiet
ablehnen,ablehnen
oder,oder
wean,wean
sie,sie
uns,uns
Bedingungen,Bedingung
stellen,stellen
",",--
die,der
wir,wir
um,um
unserer,unser
Ehre,Ehre
und,und
unferer,unfer
Bürde,Bürde
willen,willen
niht,nihen
erfüllen,erfüllen
Ennen,Enn
",",--
 , 
In,in
der,der
französi'hen,französi'hen
Presse,Presse
kommt,kommen
vielfoch,vielfoch
der,der
Gedanke,Gedanke
zum,zu
Lusdrus,Lusdrus
",",--
daß,daß
mit,mit
Deuts,Deut
land,Land
und,und
feinen,fein
Berbündeten,Berbündet
nicht,nicht
verhandelt,verhandeln
werden,werden
dürfe,dürfen
",",--
solange,solange
das,der
französische,französisch
und,und
das,der
belgische,belgisch
Gebiet,Gebiet
nicht,nicht
geräumt,räumen
sei,sein
",",--
deß,deß
also,also
a,a
!,--
s,s
erste,erster
Vorbedingung,Vorbedingung
für,für
die,der
Einleiturg,Einleiturg
von,von
Wosfenstilstands-,Wosfenstilstands
und,und
Friedensverbandlungen,Friedensverbandlung
die,der
Zurüdzichurg,Zurüdzichurg
der,der
deutschen,deutsch
Heere,Heer
bis,bis
zur,zu
deutschen,deutsch
Grenze,Grenze
gefordert,fordern
werden,werden
möse,mös
.,--
Eine,ein
fol&e,fol&e
Forderung,Forderung
aber,aber
wäre,sein
durchaus,durchaus
e,e
"""",--
ih-,ih-
bedeutend,bedeutend
mit,mit
der,der
Aufforderung,Aufforderung
",",--
den,der
Kepf,Kepf
auf,auf
den,der
Blo,Blo
>,>
zu,zu
legen,legen
und,und
abzuwarten,abwarten
",",--
ob,ob
max,Max
zuschlagen,zuschlagen
wird,werden
oder,oder
nicht,nicht
.,--
Ec'ange,Ec'ange
rere,rer
Hrers,Hrer
unbesitgt,unbesitgt
auf,auf
feindlihem,feindlih
Boden,Boden
stehen,stehen
",",--
wird,werden
der,der
Feind,Feind
fiß,fiß
fagen,Fag
müssen,müssen
",",--
daß,daß
eine-,eine-
Fpoxtfeßung,Fpoxtfeßung
des,der
Kompfes,Kompf
uuter,uut
Pw,Pw
»,--
ftänden,ftänd
-,--
diefelbe,diefelber
Derwüstung,Derwüstung
des,der
vox,vox
uns,uns
beseßten,beseßt
Landes,Land
bedeuten,bedeuten
würde,werden
",",--
wia,wia
sie,sie
über,über
diejenigen,derjenige
Landesteile,Landesteil
hereingebrohen,hereingebrohen
ist,sein
",",--
in,in
denen,der
"""",--
igher,igh
der,der
Kampf,Kampf
getobt,toben
hat,haben
.,--
E,E
würde,werden
dam.t,dam.t
rechnen,rechnen
müssen,müssen
",",--
daß,daß
Lil,Lil
!,--
e,e
",",--
Roubetg,Roubetg
ünd,ünd
Touroing,Touroing
",",--
Gent,Gent
",",--
Brügge,Brügge
und,und
Brüffel,Brüffel
",",--
Cät-,Cät
tfiH,TfiH
und,und
Namur,Namur
dasselke,dasselke
Schifal,Schifal
erleiden,erleiden
nnlen,nnlen
",",--
das,der
bereits,bereits
Cambrai,Cambrai
und,und
St.,St.
Quentin,Quentin
",",--
Soissons,Soisson
und,und
Amiens,Amiens
erlit,erlit
',--
haben,haben
",",--
und,und
ex,ex
 , 
wiirde,wiirde
fich,fich
die,der
Froge,Froge
vorlegca,vorlegca
müssen,müssen
",",--
ob,ob
die,der
Vorteile,Vorteil
",",--
die,der
er,er
durch,durch
die,der
Fortsezung,Fortsezung
des,der
Kamp-,Kamp
fe,fe
»,--
glaubt,glauben
exringen,exringen
zu,zu
nnen,nnen
",",--
die,der
Opfer,Opfer
wert,wert
find,find
",",--
die,der
er,er
noch,noch
an,an
Gut,Gut
und,und
Blyt,Blyt
zu,zu
brincen,brincen
hätie,Hätie
.,--
Würden,werden
wiz,wiz
aber,aber
unsere,unser
Heere,Heer
an,an
die,der
deutschen,deutsch
Grenzen,Grenze
zurüfziehen,zurüfziehen
",",--
und,und
würde,werden
uns,uns
alodann,Alodann
der,der
Feind,Feind
Fritdensbedingungen,Fritdensbedingung
ftel-,ftel
len,len
",",--
die,der
wir,wir
",",--
wollen,wollen
wir,wir
als,als
Vol,vol
?,--
und,und
Staat,Staat
am,an
Leben,Leben
bleiben,bleiben
",",--
nicht,nicht
annehmen,annehmen
könnten,können
",",--
würde,werden
alfo,alfo
der,der
Kampf,Kampf
forigeseßt,forigeseßen
werden,werden
müssen,müssen
",",--
fs,fs
würde,werden
das,der
Schicksal,Schicksal
",",--
das,der
jeht,jehen
über,über
die,der
franzsio,franzsio
schen,sch
und,und
belzischen,belzisch
Städte,Stadt
hereinbrechen,hereinbrechen
müßte,müssen
",",--
wenn,wenn
der,der
Feind,Feind
bei,bei
seinem,sein
Vernichtungawilien,vernichtungawilien
beharrt,beharren
",",--
über,über
Aachen,Aachen
und,und
Trier,Trier
",",--
über,über
Köln,Köln
und,und
Mannheim,Mannheim
und,und
Karlsruhe,Karlsruhe
hereinbrechen,hereinbrechen
.,--
 , 
Das,der
ist,sein
die,der
Lage,Lage
.,--
Daß,daß
angesichts,angesichts
dieser,dieser
Lane,Lane
kein,kein
Deutscher,deutsche
fähig,fähig
ist,sein
",",--
eine,ein
Forderung,Forderung
unserer,unser
Feinde,Feind
auf,auf
bedingungslose,bedingungslos
Räumung,Räumung
der,der
von,von
uns,uns
befehten,befeht
feindlichen,feindlich
Landesteile,Landesteil
gutzu,gutzu
»,--
heißen,heißen
",",--
daß,daß
im,in
Gegenteil,Gegenteil
eine,ein
solche,solcher
Forderung,Forderung
den,der
Kampfeswillen,Kampfeswille
und,und
die,der
Kamvfesleiden,Kamvfesleid
!,--
Haft,Haft
des,der
deutsh2n,deutsh2n
Volkes,Volk
bis,bis
zur,zu
Gluthike,Gluthike
entflam-,entflam
men,men
miißte,miißte
",",--
daß,daß
das,der
dertsche,dertsch
Vol,Vol
?,--
alsdann,alsdann
einig,einig
wäre,sein
",",--
den,der
Kampf,Kampf
um,um
sein,sein
Leben,Leben
bis,bis
zum,zu
lehten,leht
Mann,Mann
durchzukämpfen,durchzukämpfen
",",--
das,der
ist,sein
eine,ein
voll,voll
»,--
kommene,kommen
Eelbstverständlichkeit,Eelbstverständlichkeit
",",--
mit,mit
„,--
der,der
wohl,wohl
anch,anch
die,der
Feinde,Feind
rechnen,rechnen
werden,werden
.,--
 , 
*,*
Hier,hier
zrmächst,zrmächst
einige,einiger
 , 
französische,französisch
Pressestimmen,Pressestimme
.,--
 , 
Matin,Matin
sbreibt,sbreiben
:,--
„,--
Wer,wer
te,te
von,von
den,der
Baro,Baro
 , 
|=,|=
Frankreichs,Frankreich
noch,noch
Zahren,Zahr
sot,sot
;,--
bel,bel
Ss,Ss
verlangen,verlangen
",",--
mit,mit
seinen,sein
Sei,Sei
die,der
 , 
Aren,Aren
ung,ung
für,für
beglichen,beglichen
zu,zu
halten,halten
",",--
ohne,ohne
daß,daß
 , 
man,man
von,von
ihnen,ihnen
die,der
Sanktionen,Sanktion
erlangt,erlangen
hat,haben
",",--
die,der
das,der
Recht,Recht
erfordert,erfordern
",",--
und,und
die,der
die,der
unerlät'i,unerlät'i
;,--
 , 
Biederherstellung,Biederherstellung
für,für
die,der
Zukunft,Zukunft
Frankrei,Frankrei
;,--
 , 
find,find
 , 
Der,der
Beli,Beli
Deisian,Deisian
fet,fet
:,--
„,--
Mit,mit
wel&om,wel&om
Deutschland,Deutschland
und,und
mit,mit
weichem,weich
Oesterreich,Oesterreich
kann,können
man,man
verhandrin,verhandrin
?,--
Welche,welcher
Garantien,Garantie
a,a
:,--
ben,ben
ihre,ihr
 , 
tliden,tlid
Einrichtungen,Einrichtung
?,--
Welces,Welces
Vertrauen,vertrauen
een,een
ihre,ihr
Kegierungen,Kegierung
?,--
“,--
 , 
Das,der
Jo,Jo
uxnal,uxnal
:,--
„,--
Den,der
Deutschen,deutsche
",",--
den,der
Orstopo,Orstopo
reichern,reichern
und,und
den,der
Türken,Türke
werden,werden
wir,wir
antworten,antworten
",",--
was,was
wir,wir
den,der
Bulgaren,Bulgar
geantwortet,antworten
haben,haben
.,--
Keine,kein
Waffenruhe,Waffenruhe
vor,vor
der,der
einfahen,einfah
Kapitulation,Kapitulation
und,und
eine,ein
Kapitulation,Kapitulation
 , 
PSIIE,PSIIE
4,4
],]
Diskul,Diskul
',--
 , 
g,g
des,der
deats&ien,deats&ie
Militaris-,Militaris
iedevderstelung,Iedevderstelung
und,und
Bestra,Bestra
»,--
 , 
das,der
Organ,Organ
Cle,Cle
»,--
ix,ix
werden,werden
uns,uns
Hrion,Hrion
wird,werden
fcr,fcr
:,--
esekt,esekt
.,--
“,--
 , 
»,--
DeöffenrtiRt,DeöffenrtiRt
einen,ein
Seltartitel,Seltartitel
",",--
A,A
Burians,Burian
und,und
das,der
Frie-,Frie
 , 
Bi,Bi
wis,wis
Michaelis,Michaelis
einen,ein
Bund,Bund
«,--
Dor,Dor
Temps,Temps
ist,sein
ferner,ferner
der,der
Ansicht,Ansicht
",",--
da,da
7973,7973
si,si
<,<
nur,nur
auf,auf
die,der
O,O
;,--
1,1
Wiljons,Wiljon
beruft,berufen
",",--
um,um
den,der
Alliierten,alliierter
die,der
Waffen,Waffe
aus,aus
den,der
Händen,Hand
zu,zu
nehmen,nehmen
.,--
Wann,wann
die,der
deuischen,deuisch
Sumsen,Sumse
wieder,wieder
Altem,Altem
",",--
grlböpft,grlböpft
hätten,haben
und,und
die,der
erliche,erlich
Regierung,Regierung
pau,pau
!,--
ei,ei
",",--
wür,wür
»,--
die,der
deutschen,deutsch
Bewol,Bewol
>,>
nichtigten,nichtign
die,der
angebliche,angeblich
Is,Is
der,der
Unterhandlungen,Unterhandlung
wieder,wieder
umwersen,umwersen
.,--
Wan,wan
müsse,müssen
daun,daun
den,der
Krieg,Krieg
von,von
neuem,neu
